window_idx,sample_idx,raw_ir,reconstructed_ir,abs_error
11,20,77705.000000,77758.347321,53.347321
11,21,77707.000000,77759.564657,52.564657
11,22,77707.000000,77751.077342,44.077342
11,23,77705.000000,77750.373068,45.373068
11,24,77703.000000,77755.208015,52.208015
11,25,77704.000000,77757.837717,53.837717
11,26,77705.000000,77759.466880,54.466880
11,27,77708.000000,77762.335195,54.335195
11,28,77711.000000,77766.729964,55.729964
11,29,77717.000000,77769.426755,52.426755
11,30,77719.000000,77774.404086,55.404086
11,31,77725.000000,77776.707945,51.707945
11,32,77731.000000,77764.186335,33.186335
11,33,77733.000000,77767.401712,34.401712
11,34,77733.000000,77759.549714,26.549714
11,35,77734.000000,77762.487256,28.487256
11,36,77736.000000,77771.585999,35.585999
11,37,77738.000000,77766.472094,28.472094
11,38,77745.000000,77776.794724,31.794724
11,39,77745.000000,77772.396639,27.396639
11,40,77748.000000,77764.289170,16.289170
11,41,77747.000000,77767.373818,20.373818
11,42,77744.000000,77757.288501,13.288501
11,43,77747.000000,77765.514704,18.514704
11,44,77749.000000,77768.237109,19.237109
11,45,77755.000000,77771.477244,16.477244
11,46,77759.000000,77771.715322,12.715322
11,47,77761.000000,77771.308873,10.308873
11,48,77760.000000,77778.073837,18.073837
11,49,77760.000000,77778.107902,18.107902
11,50,77760.000000,77780.396028,20.396028
11,51,77755.000000,77774.668929,19.668929
11,52,77746.000000,77760.604830,14.604830
11,53,77741.000000,77757.074197,16.074197
11,54,77732.000000,77749.033579,17.033579
11,55,77732.000000,77751.567654,19.567654
11,56,77741.000000,77759.852384,18.852384
11,57,77745.000000,77762.105416,17.105416
11,58,77741.000000,77768.437415,27.437415
11,59,77738.000000,77765.467237,27.467237
11,60,77735.000000,77758.859849,23.859849
11,61,77737.000000,77762.247894,25.247894
11,62,77741.000000,77761.450388,20.450388
11,63,77747.000000,77768.281119,21.281119
12,0,77748.000000,77768.281119,20.281119
12,1,77750.000000,77770.089539,20.089539
12,2,77752.000000,77773.682895,21.682895
12,3,77753.000000,77776.753457,23.753457
12,4,77751.000000,77774.430393,23.430393
12,5,77756.000000,77776.306149,20.306149
12,6,77756.000000,77777.535098,21.535098
12,7,77753.000000,77774.834686,21.834686
12,8,77753.000000,77768.414224,15.414224
12,9,77751.000000,77769.668509,18.668509
12,10,77752.000000,77776.045929,24.045929
12,11,77750.000000,77772.268621,22.268621
12,12,77747.000000,77762.261497,15.261497
12,13,77744.000000,77756.165181,12.165181
12,14,77737.000000,77753.086409,16.086409
12,15,77739.000000,77753.990080,14.990080
12,16,77736.000000,77752.297706,16.297706
12,17,77739.000000,77754.813150,15.813150
12,18,77746.000000,77755.530329,9.530329
12,19,77751.000000,77758.293364,7.293364
12,20,77756.000000,77760.722353,4.722353
12,21,77754.000000,77762.217443,8.217443
12,22,77757.000000,77762.332512,5.332512
12,23,77758.000000,77766.852901,8.852901
12,24,77761.000000,77777.306117,16.306117
12,25,77765.000000,77778.219661,13.219661
12,26,77761.000000,77777.667445,16.667445
12,27,77766.000000,77779.117555,13.117555
12,28,77765.000000,77782.091940,17.091940
12,29,77766.000000,77782.201360,16.201360
12,30,77765.000000,77775.563978,10.563978
12,31,77760.000000,77777.115886,17.115886
12,32,77766.000000,77783.898548,17.898548
12,33,77766.000000,77784.099831,18.099831
12,34,77768.000000,77787.631425,19.631425
12,35,77767.000000,77785.477280,18.477280
12,36,77766.000000,77784.679595,18.679595
12,37,77766.000000,77780.749893,14.749893
12,38,77767.000000,77787.557108,20.557108
12,39,77767.000000,77790.097080,23.097080
12,40,77769.000000,77792.629039,23.629039
12,41,77765.000000,77791.150535,26.150535
12,42,77763.000000,77791.603373,28.603373
12,43,77760.000000,77786.315263,26.315263
12,44,77762.000000,77777.686369,15.686369
12,45,77761.000000,77778.359521,17.359521
12,46,77759.000000,77785.032069,26.032069
12,47,77751.000000,77774.520025,23.520025
12,48,77745.000000,77773.727403,28.727403
12,49,77737.000000,77769.972009,32.972009
12,50,77738.000000,77770.798678,32.798678
12,51,77737.000000,77763.972767,26.972767
12,52,77738.000000,77762.582455,24.582455
12,53,77735.000000,77762.559740,27.559740
12,54,77736.000000,77759.416042,23.416042
12,55,77735.000000,77758.548469,23.548469
12,56,77733.000000,77765.087288,32.087288
12,57,77735.000000,77764.132444,29.132444
12,58,77729.000000,77755.918253,26.918253
12,59,77727.000000,77753.879634,26.879634
12,60,77731.000000,77757.639343,26.639343
12,61,77724.000000,77750.734271,26.734271
12,62,77725.000000,77755.502992,30.502992
12,63,77726.000000,77760.571317,34.571317
13,0,77731.000000,77760.571317,29.571317
13,1,77730.000000,77757.335222,27.335222
13,2,77726.000000,77753.921906,27.921906
13,3,77721.000000,77749.199993,28.199993
13,4,77715.000000,77744.134703,29.134703
13,5,77716.000000,77739.365419,23.365419
13,6,77711.000000,77734.973198,23.973198
13,7,77707.000000,77731.947731,24.947731
13,8,77707.000000,77727.316361,20.316361
13,9,77701.000000,77719.295818,18.295818
13,10,77700.000000,77722.510294,22.510294
13,11,77700.000000,77722.777276,22.777276
13,12,77697.000000,77719.244092,22.244092
13,13,77698.000000,77718.446414,20.446414
13,14,77697.000000,77718.303841,21.303841
13,15,77697.000000,77716.818131,19.818131
13,16,77696.000000,77723.053080,27.053080
13,17,77698.000000,77727.567609,29.567609
13,18,77695.000000,77720.926145,25.926145
13,19,77695.000000,77724.597484,29.597484
13,20,77692.000000,77719.487108,27.487108
13,21,77691.000000,77718.064282,27.064282
13,22,77692.000000,77717.883869,25.883869
13,23,77689.000000,77720.915552,31.915552
13,24,77691.000000,77707.415319,16.415319
13,25,77691.000000,77706.944931,15.944931
13,26,77688.000000,77708.273142,20.273142
13,27,77690.000000,77711.809630,21.809630
13,28,77693.000000,77709.088382,16.088382
13,29,77693.000000,77708.380910,15.380910
13,30,77694.000000,77709.549541,15.549541
13,31,77692.000000,77708.226168,16.226168
13,32,77691.000000,77707.738045,16.738045
13,33,77692.000000,77709.322756,17.322756
13,34,77689.000000,77711.184320,22.184320
13,35,77688.000000,77703.838657,15.838657
13,36,77686.000000,77703.349631,17.349631
13,37,77682.000000,77701.397377,19.397377
13,38,77686.000000,77701.687132,15.687132
13,39,77684.000000,77692.261713,8.261713
13,40,77681.000000,77685.583575,4.583575
13,41,77676.000000,77680.266052,4.266052
13,42,77672.000000,77678.934620,6.934620
13,43,77659.000000,77665.959851,6.959851
13,44,77656.000000,77664.189748,8.189748
13,45,77655.000000,77660.822162,5.822162
13,46,77654.000000,77657.505830,3.505830
13,47,77653.000000,77658.653821,5.653821
13,48,77655.000000,77663.045292,8.045292
13,49,77648.000000,77655.935571,7.935571
13,50,77646.000000,77657.490085,11.490085
13,51,77646.000000,77663.584115,17.584115
13,52,77650.000000,77661.660950,11.660950
13,53,77656.000000,77666.175128,10.175128
13,54,77659.000000,77669.174738,10.174738
13,55,77653.000000,77665.891355,12.891355
13,56,77655.000000,77662.896531,7.896531
13,57,77657.000000,77673.505914,16.505914
13,58,77656.000000,77675.893803,19.893803
13,59,77657.000000,77672.927006,15.927006
13,60,77658.000000,77664.490718,6.490718
13,61,77655.000000,77666.563444,11.563444
13,62,77652.000000,77669.097430,17.097430
13,63,77655.000000,77668.005357,13.005357
14,0,77656.000000,77668.005357,12.005357
14,1,77658.000000,77668.424655,10.424655
14,2,77658.000000,77669.726574,11.726574
14,3,77664.000000,77674.128279,10.128279
14,4,77659.000000,77672.194759,13.194759
14,5,77650.000000,77665.059876,15.059876
14,6,77645.000000,77662.541476,17.541476
14,7,77637.000000,77655.780412,18.780412
14,8,77635.000000,77645.619293,10.619293
14,9,77634.000000,77640.558229,6.558229
14,10,77634.000000,77638.399340,4.399340
14,11,77635.000000,77641.768331,6.768331
14,12,77634.000000,77634.787519,0.787519
14,13,77634.000000,77639.766869,5.766869
14,14,77629.000000,77641.280138,12.280138
14,15,77630.000000,77641.514937,11.514937
14,16,77631.000000,77640.889833,9.889833
14,17,77631.000000,77638.261796,7.261796
14,18,77634.000000,77640.274519,6.274519
14,19,77633.000000,77640.137863,7.137863
14,20,77631.000000,77639.120347,8.120347
14,21,77627.000000,77636.654989,9.654989
14,22,77631.000000,77636.702420,5.702420
14,23,77624.000000,77633.723696,9.723696
14,24,77624.000000,77637.918791,13.918791
14,25,77625.000000,77634.968192,9.968192
14,26,77624.000000,77639.053675,15.053675
14,27,77625.000000,77637.922159,12.922159
14,28,77627.000000,77644.097183,17.097183
14,29,77622.000000,77644.556899,22.556899
14,30,77621.000000,77638.593401,17.593401
14,31,77621.000000,77634.699314,13.699314
14,32,77622.000000,77628.223863,6.223863
14,33,77624.000000,77623.863579,0.136421
14,34,77620.000000,77619.506935,0.493065
14,35,77617.000000,77615.334829,1.665171
14,36,77613.000000,77614.159994,1.159994
14,37,77614.000000,77619.394250,5.394250
14,38,77614.000000,77622.448572,8.448572
14,39,77613.000000,77621.883715,8.883715
14,40,77612.000000,77617.986604,5.986604
14,41,77612.000000,77615.572964,3.572964
14,42,77607.000000,77612.023933,5.023933
14,43,77600.000000,77604.334225,4.334225
14,44,77596.000000,77597.093120,1.093120
14,45,77584.000000,77590.536638,6.536638
14,46,77582.000000,77586.444644,4.444644
14,47,77580.000000,77588.552434,8.552434
14,48,77577.000000,77584.262986,7.262986
14,49,77582.000000,77586.078363,4.078363
14,50,77582.000000,77582.190915,0.190915
14,51,77584.000000,77586.737688,2.737688
14,52,77585.000000,77590.995530,5.995530
14,53,77581.000000,77589.492171,8.492171
14,54,77583.000000,77585.436427,2.436427
14,55,77587.000000,77587.425500,0.425500
14,56,77590.000000,77593.867516,3.867516
14,57,77589.000000,77591.972194,2.972194
14,58,77594.000000,77590.122238,3.877762
14,59,77598.000000,77593.710181,4.289819
14,60,77597.000000,77601.889044,4.889044
14,61,77598.000000,77603.641125,5.641125
14,62,77603.000000,77607.253898,4.253898
14,63,77605.000000,77608.056802,3.056802
15,0,77602.000000,77608.056802,6.056802
15,1,77601.000000,77609.323041,8.323041
15,2,77605.000000,77608.944720,3.944720
15,3,77604.000000,77601.936326,2.063674
15,4,77601.000000,77600.626892,0.373108
15,5,77593.000000,77594.661961,1.661961
15,6,77588.000000,77590.494789,2.494789
15,7,77591.000000,77591.023597,0.023597
15,8,77589.000000,77596.941738,7.941738
15,9,77593.000000,77598.046391,5.046391
15,10,77597.000000,77596.796103,0.203897
15,11,77595.000000,77593.896066,1.103934
15,12,77597.000000,77597.605395,0.605395
15,13,77598.000000,77593.217826,4.782174
15,14,77599.000000,77598.147785,0.852215
15,15,77595.000000,77599.343420,4.343420
15,16,77599.000000,77602.741865,3.741865
15,17,77592.000000,77600.012323,8.012323
15,18,77594.000000,77603.672850,9.672850
15,19,77595.000000,77608.585379,13.585379
15,20,77594.000000,77600.907667,6.907667
15,21,77592.000000,77598.233642,6.233642
15,22,77591.000000,77594.441171,3.441171
15,23,77592.000000,77598.587835,6.587835
15,24,77596.000000,77600.728418,4.728418
15,25,77599.000000,77606.899855,7.899855
15,26,77602.000000,77613.724289,11.724289
15,27,77601.000000,77611.893738,10.893738
15,28,77598.000000,77605.346226,7.346226
15,29,77600.000000,77603.432860,3.432860
15,30,77601.000000,77606.938965,5.938965
15,31,77604.000000,77610.238609,6.238609
15,32,77606.000000,77616.222715,10.222715
15,33,77603.000000,77618.163981,15.163981
15,34,77604.000000,77616.839436,12.839436
15,35,77605.000000,77614.695023,9.695023
15,36,77608.000000,77621.858559,13.858559
15,37,77610.000000,77617.932390,7.932390
15,38,77606.000000,77616.078589,10.078589
15,39,77604.000000,77607.358819,3.358819
15,40,77597.000000,77611.284766,14.284766
15,41,77594.000000,77611.325864,17.325864
15,42,77595.000000,77608.678678,13.678678
15,43,77590.000000,77608.637847,18.637847
15,44,77590.000000,77608.828463,18.828463
15,45,77592.000000,77604.091635,12.091635
15,46,77595.000000,77605.911312,10.911312
15,47,77599.000000,77609.768714,10.768714
15,48,77603.000000,77615.087498,12.087498
15,49,77599.000000,77613.868849,14.868849
15,50,77604.000000,77616.741548,12.741548
15,51,77605.000000,77613.817773,8.817773
15,52,77608.000000,77612.716573,4.716573
15,53,77606.000000,77615.295454,9.295454
15,54,77612.000000,77620.472503,8.472503
15,55,77614.000000,77627.236912,13.236912
15,56,77610.000000,77616.822833,6.822833
15,57,77612.000000,77616.634234,4.634234
15,58,77611.000000,77617.279699,6.279699
15,59,77615.000000,77618.280548,3.280548
15,60,77618.000000,77617.738887,0.261113
15,61,77621.000000,77621.334202,0.334202
15,62,77622.000000,77624.117642,2.117642
15,63,77619.000000,77625.926822,6.926822
16,0,77636.000000,77625.926822,10.073178
16,1,77636.000000,77624.073890,11.926110
16,2,77633.000000,77618.673583,14.326417
16,3,77637.000000,77622.153439,14.846561
16,4,77632.000000,77622.863341,9.136659
16,5,77626.000000,77617.827969,8.172031
16,6,77624.000000,77616.254770,7.745230
16,7,77620.000000,77611.068188,8.931812
16,8,77623.000000,77620.286743,2.713257
16,9,77622.000000,77615.282732,6.717268
16,10,77622.000000,77615.670037,6.329963
16,11,77622.000000,77613.617977,8.382023
16,12,77628.000000,77621.934822,6.065178
16,13,77625.000000,77618.146131,6.853869
16,14,77627.000000,77622.630061,4.369939
16,15,77632.000000,77624.374853,7.625147
16,16,77634.000000,77623.158895,10.841105
16,17,77629.000000,77621.505401,7.494599
16,18,77633.000000,77628.357807,4.642193
16,19,77630.000000,77628.220390,1.779610
16,20,77627.000000,77620.960325,6.039675
16,21,77628.000000,77621.966599,6.033401
16,22,77632.000000,77625.358067,6.641933
16,23,77633.000000,77626.494859,6.505141
16,24,77632.000000,77620.450034,11.549966
16,25,77633.000000,77623.752838,9.247162
16,26,77636.000000,77623.500167,12.499833
16,27,77638.000000,77629.374415,8.625585
16,28,77640.000000,77628.605295,11.394705
16,29,77638.000000,77631.308218,6.691782
16,30,77638.000000,77634.921737,3.078263
16,31,77637.000000,77633.163923,3.836077
16,32,77632.000000,77646.004526,14.004526
16,33,77629.000000,77640.581243,11.581243
16,34,77631.000000,77643.531033,12.531033
16,35,77629.000000,77642.603535,13.603535
16,36,77629.000000,77647.341723,18.341723
16,37,77628.000000,77644.619214,16.619214
16,38,77624.000000,77642.614321,18.614321
16,39,77622.000000,77636.808559,14.808559
16,40,77623.000000,77639.448115,16.448115
16,41,77618.000000,77631.904792,13.904792
16,42,77615.000000,77630.936905,15.936905
16,43,77607.000000,77622.727617,15.727617
16,44,77605.000000,77623.044028,18.044028
16,45,77601.000000,77615.134169,14.134169
16,46,77598.000000,77615.034761,17.034761
16,47,77598.000000,77611.075635,13.075635
16,48,77597.000000,77609.344405,12.344405
16,49,77598.000000,77605.609225,7.609225
16,50,77600.000000,77606.368058,6.368058
16,51,77600.000000,77608.153262,8.153262
16,52,77601.000000,77607.248480,6.248480
16,53,77601.000000,77608.325213,7.325213
16,54,77600.000000,77610.080210,10.080210
16,55,77603.000000,77614.724166,11.724166
16,56,77603.000000,77616.698333,13.698333
16,57,77603.000000,77620.831542,17.831542
16,58,77602.000000,77620.315736,18.315736
16,59,77606.000000,77627.575689,21.575689
16,60,77608.000000,77628.064321,20.064321
16,61,77607.000000,77633.312435,26.312435
16,62,77608.000000,77627.557681,19.557681
16,63,77614.000000,77635.460605,21.460605
17,0,77620.000000,77635.460605,15.460605
17,1,77621.000000,77632.703766,11.703766
17,2,77619.000000,77636.473165,17.473165
17,3,77620.000000,77635.904227,15.904227
17,4,77620.000000,77630.874170,10.874170
17,5,77619.000000,77626.431366,7.431366
17,6,77620.000000,77625.157283,5.157283
17,7,77616.000000,77622.510013,6.510013
17,8,77610.000000,77624.579122,14.579122
17,9,77610.000000,77625.941584,15.941584
17,10,77607.000000,77625.521685,18.521685
17,11,77606.000000,77623.037503,17.037503
17,12,77600.000000,77615.360576,15.360576
17,13,77596.000000,77613.599057,17.599057
17,14,77599.000000,77615.142344,16.142344
17,15,77597.000000,77614.354818,17.354818
17,16,77594.000000,77617.701235,23.701235
17,17,77590.000000,77617.599271,27.599271
17,18,77594.000000,77617.135925,23.135925
17,19,77593.000000,77615.594283,22.594283
17,20,77594.000000,77618.803212,24.803212
17,21,77591.000000,77616.386628,25.386628
17,22,77587.000000,77610.419961,23.419961
17,23,77586.000000,77609.803123,23.803123
17,24,77586.000000,77612.506930,26.506930
17,25,77590.000000,77615.480254,25.480254
17,26,77591.000000,77619.937745,28.937745
17,27,77590.000000,77619.858559,29.858559
17,28,77590.000000,77614.007454,24.007454
17,29,77587.000000,77607.480042,20.480042
17,30,77588.000000,77605.901198,17.901198
17,31,77590.000000,77608.050962,18.050962
17,32,77590.000000,77611.302549,21.302549
17,33,77593.000000,77613.139446,20.139446
17,34,77594.000000,77612.170004,18.170004
17,35,77594.000000,77611.536045,17.536045
17,36,77594.000000,77607.227931,13.227931
17,37,77593.000000,77603.341760,10.341760
17,38,77593.000000,77605.256405,12.256405
17,39,77591.000000,77602.393315,11.393315
17,40,77591.000000,77598.267489,7.267489
17,41,77587.000000,77597.544418,10.544418
17,42,77581.000000,77590.783444,9.783444
17,43,77578.000000,77586.939567,8.939567
17,44,77577.000000,77586.634158,9.634158
17,45,77577.000000,77585.829942,8.829942
17,46,77574.000000,77584.016143,10.016143
17,47,77577.000000,77585.563831,8.563831
17,48,77579.000000,77582.678738,3.678738
17,49,77578.000000,77582.352061,4.352061
17,50,77578.000000,77582.808574,4.808574
17,51,77579.000000,77583.717159,4.717159
17,52,77583.000000,77586.137322,3.137322
17,53,77583.000000,77587.971678,4.971678
17,54,77585.000000,77587.901500,2.901500
17,55,77583.000000,77589.799772,6.799772
17,56,77588.000000,77592.821260,4.821260
17,57,77587.000000,77591.722589,4.722589
17,58,77585.000000,77589.767332,4.767332
17,59,77586.000000,77587.014474,1.014474
17,60,77588.000000,77580.921410,7.078590
17,61,77591.000000,77584.422452,6.577548
17,62,77591.000000,77589.782577,1.217423
17,63,77596.000000,77595.774287,0.225713
18,0,77619.000000,77595.774287,23.225713
18,1,77617.000000,77594.292524,22.707476
18,2,77620.000000,77593.266430,26.733570
18,3,77624.000000,77596.080052,27.919948
18,4,77630.000000,77600.482223,29.517777
18,5,77620.000000,77592.764168,27.235832
18,6,77620.000000,77600.092927,19.907073
18,7,77616.000000,77594.658484,21.341516
18,8,77612.000000,77602.121823,9.878177
18,9,77606.000000,77597.461484,8.538516
18,10,77604.000000,77598.797370,5.202630
18,11,77605.000000,77599.902452,5.097548
18,12,77607.000000,77597.064507,9.935493
18,13,77612.000000,77603.279027,8.720973
18,14,77609.000000,77599.296116,9.703884
18,15,77613.000000,77603.887885,9.112115
18,16,77608.000000,77604.731806,3.268194
18,17,77611.000000,77605.479654,5.520346
18,18,77613.000000,77605.516701,7.483299
18,19,77616.000000,77612.979764,3.020236
18,20,77621.000000,77615.455815,5.544185
18,21,77623.000000,77617.309899,5.690101
18,22,77624.000000,77612.579325,11.420675
18,23,77625.000000,77619.720841,5.279159
18,24,77624.000000,77624.576807,0.576807
18,25,77623.000000,77625.213140,2.213140
18,26,77626.000000,77625.196857,0.803143
18,27,77631.000000,77622.835816,8.164184
18,28,77630.000000,77624.820122,5.179878
18,29,77632.000000,77629.473161,2.526839
18,30,77631.000000,77634.151112,3.151112
18,31,77630.000000,77628.343877,1.656123
18,32,77630.000000,77630.613625,0.613625
18,33,77630.000000,77630.541626,0.541626
18,34,77631.000000,77637.015008,6.015008
18,35,77629.000000,77632.865280,3.865280
18,36,77634.000000,77638.991133,4.991133
18,37,77630.000000,77634.535892,4.535892
18,38,77629.000000,77630.383964,1.383964
18,39,77632.000000,77632.181211,0.181211
18,40,77634.000000,77628.035132,5.964868
18,41,77635.000000,77629.634026,5.365974
18,42,77632.000000,77621.158132,10.841868
18,43,77624.000000,77616.890466,7.109534
18,44,77619.000000,77606.485822,12.514178
18,45,77618.000000,77607.041125,10.958875
18,46,77615.000000,77605.173328,9.826672
18,47,77607.000000,77602.261277,4.738723
18,48,77607.000000,77589.537944,17.462056
18,49,77605.000000,77588.860254,16.139746
18,50,77608.000000,77591.200969,16.799031
18,51,77612.000000,77592.024351,19.975649
18,52,77615.000000,77591.051373,23.948627
18,53,77608.000000,77586.331771,21.668229
18,54,77609.000000,77592.648594,16.351406
18,55,77609.000000,77591.805183,17.194817
18,56,77611.000000,77598.647183,12.352817
18,57,77613.000000,77594.738806,18.261194
18,58,77610.000000,77598.980852,11.019148
18,59,77612.000000,77603.460719,8.539281
18,60,77614.000000,77602.930061,11.069939
18,61,77615.000000,77601.455671,13.544329
18,62,77616.000000,77602.776151,13.223849
18,63,77617.000000,77607.422591,9.577409
19,0,77636.000000,77607.422591,28.577409
19,1,77636.000000,77604.980583,31.019417
19,2,77638.000000,77605.807071,32.192929
19,3,77636.000000,77602.691646,33.308354
19,4,77635.000000,77601.354346,33.645654
19,5,77634.000000,77598.776109,35.223891
19,6,77628.000000,77593.825166,34.174834
19,7,77628.000000,77593.985279,34.014721
19,8,77621.000000,77601.221578,19.778422
19,9,77622.000000,77599.638133,22.361867
19,10,77618.000000,77596.156880,21.843120
19,11,77618.000000,77592.361544,25.638456
19,12,77618.000000,77596.634035,21.365965
19,13,77620.000000,77596.983203,23.016797
19,14,77622.000000,77599.981922,22.018078
19,15,77620.000000,77595.969365,24.030635
19,16,77622.000000,77596.727795,25.272205
19,17,77621.000000,77598.295188,22.704812
19,18,77624.000000,77601.070466,22.929534
19,19,77621.000000,77602.837053,18.162947
19,20,77624.000000,77601.720183,22.279817
19,21,77626.000000,77604.611059,21.388941
19,22,77630.000000,77605.270283,24.729717
19,23,77630.000000,77608.156086,21.843914
19,24,77633.000000,77603.000830,29.999170
19,25,77635.000000,77607.486972,27.513028
19,26,77637.000000,77613.076462,23.923538
19,27,77637.000000,77613.339366,23.660634
19,28,77641.000000,77613.153382,27.846618
19,29,77639.000000,77611.298380,27.701620
19,30,77645.000000,77614.684895,30.315105
19,31,77647.000000,77616.146228,30.853772
19,32,77647.000000,77616.211876,30.788124
19,33,77652.000000,77616.151637,35.848363
19,34,77651.000000,77614.306688,36.693312
19,35,77656.000000,77615.842976,40.157024
19,36,77654.000000,77618.978757,35.021243
19,37,77656.000000,77618.025462,37.974538
19,38,77655.000000,77614.035944,40.964056
19,39,77654.000000,77612.824042,41.175958
19,40,77650.000000,77614.296583,35.703417
19,41,77648.000000,77611.126878,36.873122
19,42,77646.000000,77605.411905,40.588095
19,43,77642.000000,77598.490367,43.509633
19,44,77640.000000,77601.928106,38.071894
19,45,77640.000000,77602.802452,37.197548
19,46,77643.000000,77602.020901,40.979099
19,47,77644.000000,77602.329200,41.670800
19,48,77644.000000,77600.527377,43.472623
19,49,77644.000000,77603.526138,40.473862
19,50,77644.000000,77605.549911,38.450089
19,51,77645.000000,77607.962966,37.037034
19,52,77645.000000,77604.456797,40.543203
19,53,77647.000000,77606.535394,40.464606
19,54,77647.000000,77607.260620,39.739380
19,55,77647.000000,77606.656587,40.343413
19,56,77649.000000,77605.275163,43.724837
19,57,77649.000000,77609.845040,39.154960
19,58,77653.000000,77612.043996,40.956004
19,59,77652.000000,77614.665941,37.334059
19,60,77652.000000,77607.423255,44.576745
19,61,77650.000000,77606.883743,43.116257
19,62,77654.000000,77611.208883,42.791117
19,63,77655.000000,77613.090142,41.909858
20,0,77653.000000,77613.090142,39.909858
20,1,77654.000000,77615.482576,38.517424
20,2,77649.000000,77612.018657,36.981343
20,3,77646.000000,77613.990662,32.009338
20,4,77648.000000,77614.773972,33.226028
20,5,77650.000000,77618.361661,31.638339
20,6,77649.000000,77612.533231,36.466769
20,7,77653.000000,77614.595466,38.404534
20,8,77650.000000,77608.774851,41.225149
20,9,77651.000000,77615.427204,35.572796
20,10,77655.000000,77614.674247,40.325753
20,11,77654.000000,77616.668729,37.331271
20,12,77654.000000,77614.971327,39.028673
20,13,77656.000000,77613.888300,42.111700
20,14,77659.000000,77611.859847,47.140153
20,15,77659.000000,77617.426345,41.573655
20,16,77663.000000,77620.772732,42.227268
20,17,77664.000000,77616.507010,47.492990
20,18,77662.000000,77619.341897,42.658103
20,19,77667.000000,77620.659165,46.340835
20,20,77670.000000,77619.441102,50.558898
20,21,77674.000000,77623.478062,50.521938
20,22,77678.000000,77633.339069,44.660931
20,23,77677.000000,77628.297769,48.702231
20,24,77674.000000,77635.330895,38.669105
20,25,77679.000000,77638.900931,40.099069
20,26,77685.000000,77643.063562,41.936438
20,27,77685.000000,77639.967553,45.032447
20,28,77689.000000,77649.883881,39.116119
20,29,77690.000000,77646.002374,43.997626
20,30,77686.000000,77645.551677,40.448323
20,31,77688.000000,77653.104563,34.895437
20,32,77686.000000,77660.578176,25.421824
20,33,77683.000000,77661.946355,21.053645
20,34,77677.000000,77656.866549,20.133451
20,35,77678.000000,77658.759329,19.240671
20,36,77676.000000,77654.180604,21.819396
20,37,77675.000000,77654.501212,20.498788
20,38,77678.000000,77655.455613,22.544387
20,39,77680.000000,77665.873569,14.126431
20,40,77678.000000,77660.522328,17.477672
20,41,77680.000000,77662.795109,17.204891
20,42,77680.000000,77666.672803,13.327197
20,43,77683.000000,77668.965321,14.034679
20,44,77682.000000,77660.335158,21.664842
20,45,77681.000000,77665.885082,15.114918
20,46,77686.000000,77666.769183,19.230817
20,47,77685.000000,77663.677924,21.322076
20,48,77687.000000,77671.098724,15.901276
20,49,77690.000000,77679.007152,10.992848
20,50,77689.000000,77679.037512,9.962488
20,51,77690.000000,77675.111285,14.888715
20,52,77692.000000,77676.729614,15.270386
20,53,77692.000000,77672.610848,19.389152
20,54,77693.000000,77677.693538,15.306462
20,55,77697.000000,77679.636668,17.363332
20,56,77697.000000,77684.016198,12.983802
20,57,77698.000000,77682.396459,15.603541
20,58,77701.000000,77688.203666,12.796334
20,59,77698.000000,77686.336309,11.663691
20,60,77702.000000,77693.836057,8.163943
20,61,77701.000000,77690.003639,10.996361
20,62,77700.000000,77688.945115,11.054885
20,63,77704.000000,77687.813719,16.186281
21,0,77692.000000,77687.813719,4.186281
21,1,77694.000000,77690.307465,3.692535
21,2,77690.000000,77690.051041,0.051041
21,3,77693.000000,77692.591420,0.408580
21,4,77694.000000,77692.299587,1.700413
21,5,77697.000000,77691.083941,5.916059
21,6,77699.000000,77691.624875,7.375125
21,7,77697.000000,77693.363616,3.636384
21,8,77697.000000,77695.041035,1.958965
21,9,77700.000000,77696.838658,3.161342
21,10,77700.000000,77699.612250,0.387750
21,11,77702.000000,77703.947753,1.947753
21,12,77701.000000,77700.732648,0.267352
21,13,77702.000000,77695.499798,6.500202
21,14,77706.000000,77695.890974,10.109026
21,15,77707.000000,77703.628030,3.371970
21,16,77708.000000,77706.846319,1.153681
21,17,77714.000000,77708.466550,5.533450
21,18,77716.000000,77711.485047,4.514953
21,19,77715.000000,77711.171473,3.828527
21,20,77717.000000,77713.650740,3.349260
21,21,77717.000000,77707.983873,9.016127
21,22,77722.000000,77707.845069,14.154931
21,23,77722.000000,77715.865329,6.134671
21,24,77723.000000,77723.742097,0.742097
21,25,77725.000000,77726.165660,1.165660
21,26,77722.000000,77724.193908,2.193908
21,27,77725.000000,77724.687976,0.312024
21,28,77727.000000,77728.827834,1.827834
21,29,77725.000000,77725.010607,0.010607
21,30,77727.000000,77720.344785,6.655215
21,31,77727.000000,77724.826796,2.173204
21,32,77723.000000,77737.050484,14.050484
21,33,77722.000000,77738.886133,16.886133
21,34,77719.000000,77739.233083,20.233083
21,35,77717.000000,77734.416964,17.416964
21,36,77718.000000,77734.921705,16.921705
21,37,77719.000000,77734.988805,15.988805
21,38,77722.000000,77733.631843,11.631843
21,39,77720.000000,77733.940157,13.940157
21,40,77724.000000,77744.582695,20.582695
21,41,77722.000000,77749.429434,27.429434
21,42,77718.000000,77747.926445,29.926445
21,43,77719.000000,77740.915800,21.915800
21,44,77718.000000,77738.684339,20.684339
