window_idx,measurement_idx,measurement_value
46,25,-1.613000
46,26,-0.287000
46,27,-0.287000
46,28,0.420000
46,29,1.127000
46,30,-0.243000
46,31,-0.641000
47,0,-0.000000
47,1,-0.110000
47,2,0.199000
47,3,-0.420000
47,4,1.701000
47,5,-0.110000
47,6,-0.199000
47,7,0.464000
47,8,-1.260000
47,9,0.331000
47,10,1.701000
47,11,0.199000
47,12,0.508000
47,13,-0.420000
47,14,-0.243000
47,15,-0.110000
47,16,0.950000
47,17,-1.348000
47,18,-0.508000
47,19,0.508000
47,20,-0.862000
47,21,-1.039000
47,22,-0.022000
47,23,-0.155000
47,24,-0.376000
47,25,-0.597000
47,26,-0.243000
47,27,0.331000
47,28,0.862000
47,29,0.155000
47,30,-0.597000
47,31,-0.552000
48,0,-0.000000
48,1,-0.199000
48,2,-0.110000
48,3,-0.950000
48,4,0.773000
48,5,0.022000
48,6,0.773000
48,7,0.464000
48,8,-1.260000
48,9,0.287000
48,10,2.718000
48,11,0.199000
48,12,0.110000
48,13,-0.464000
48,14,0.641000
48,15,0.420000
48,16,-0.066000
48,17,-0.818000
48,18,-0.331000
48,19,-0.155000
48,20,0.552000
48,21,-0.420000
48,22,-0.552000
48,23,0.685000
48,24,0.066000
48,25,-1.834000
48,26,0.066000
48,27,0.552000
48,28,-0.287000
48,29,-1.260000
48,30,0.110000
48,31,0.022000
49,0,-0.000000
49,1,0.066000
49,2,0.243000
49,3,-0.022000
49,4,2.188000
49,5,-0.420000
49,6,-0.110000
49,7,0.464000
49,8,-3.513000
49,9,0.155000
49,10,2.188000
49,11,-0.066000
49,12,0.906000
49,13,-0.066000
49,14,-0.729000
49,15,0.287000
49,16,0.862000
49,17,-3.381000
49,18,-0.066000
49,19,-0.066000
49,20,-0.508000
49,21,-1.436000
49,22,0.110000
49,23,0.508000
49,24,-0.110000
49,25,-1.083000
49,26,-0.155000
49,27,-0.022000
49,28,-0.950000
49,29,0.331000
49,30,-0.685000
49,31,0.641000
50,0,0.000000
50,1,-0.464000
50,2,0.420000
50,3,-0.508000
50,4,1.171000
50,5,0.110000
50,6,0.022000
50,7,-0.243000
50,8,0.685000
50,9,0.155000
50,10,3.779000
50,11,-0.287000
50,12,0.818000
50,13,-0.155000
50,14,0.110000
50,15,0.376000
50,16,-0.376000
50,17,0.508000
50,18,0.155000
50,19,0.066000
50,20,-0.331000
50,21,0.287000
50,22,-0.155000
50,23,0.508000
50,24,-0.022000
50,25,-1.348000
50,26,0.155000
50,27,-0.066000
50,28,0.287000
50,29,-0.243000
50,30,-1.039000
50,31,-0.331000
