window_idx,axis,measurement_idx,measurement_value
6,gz,6,-3.649000
6,gz,7,0.087000
6,gz,8,0.667000
6,gz,9,0.102000
6,gz,10,-1.608000
6,gz,11,-0.577000
6,gz,12,-1.766000
6,gz,13,0.010000
6,gz,14,-0.126000
6,gz,15,-0.563000
6,gz,16,0.118000
6,gz,17,0.101000
6,gz,18,0.796000
6,gz,19,0.158000
6,gz,20,0.166000
6,gz,21,0.364000
6,gz,22,0.720000
6,gz,23,0.309000
6,gz,24,-0.268000
6,gz,25,-2.865000
6,gz,26,-0.597000
6,gz,27,0.581000
6,gz,28,-1.241000
6,gz,29,-5.182000
6,gz,30,0.956000
6,gz,31,-1.134000
7,ax,0,-0.000000
7,ax,1,-0.017000
7,ax,2,0.009000
7,ax,3,-0.006000
7,ax,4,0.030000
7,ax,5,0.014000
7,ax,6,-0.011000
7,ax,7,0.004000
7,ax,8,0.203000
7,ax,9,-0.011000
7,ax,10,0.003000
7,ax,11,0.004000
7,ax,12,-0.004000
7,ax,13,-0.004000
7,ax,14,0.015000
7,ax,15,0.004000
7,ax,16,0.015000
7,ax,17,-0.040000
7,ax,18,-0.007000
7,ax,19,0.020000
7,ax,20,0.037000
7,ax,21,0.065000
7,ax,22,-0.002000
7,ax,23,0.007000
7,ax,24,0.001000
7,ax,25,-0.053000
7,ax,26,0.001000
7,ax,27,0.013000
7,ax,28,-0.022000
7,ax,29,0.013000
7,ax,30,0.005000
7,ax,31,0.009000
7,ay,0,0.000000
7,ay,1,0.001000
7,ay,2,-0.004000
7,ay,3,-0.006000
7,ay,4,0.022000
7,ay,5,0.002000
7,ay,6,-0.025000
7,ay,7,-0.007000
7,ay,8,0.111000
7,ay,9,0.010000
7,ay,10,0.000000
7,ay,11,0.006000
7,ay,12,-0.037000
7,ay,13,0.014000
7,ay,14,-0.004000
7,ay,15,0.024000
7,ay,16,0.006000
7,ay,17,-0.046000
7,ay,18,-0.005000
7,ay,19,-0.020000
7,ay,20,-0.008000
7,ay,21,-0.016000
7,ay,22,-0.008000
7,ay,23,0.001000
7,ay,24,0.007000
7,ay,25,-0.022000
7,ay,26,0.004000
7,ay,27,0.009000
7,ay,28,-0.019000
7,ay,29,0.002000
7,ay,30,-0.012000
7,ay,31,0.013000
7,az,0,0.000000
7,az,1,-0.033000
7,az,2,0.022000
7,az,3,0.004000
7,az,4,-0.019000
7,az,5,0.002000
7,az,6,0.025000
7,az,7,-0.007000
7,az,8,0.431000
7,az,9,0.029000
7,az,10,0.014000
7,az,11,0.014000
7,az,12,-0.002000
7,az,13,0.000000
7,az,14,-0.009000
7,az,15,-0.021000
7,az,16,0.002000
7,az,17,-0.007000
7,az,18,0.032000
7,az,19,0.010000
7,az,20,-0.044000
7,az,21,-0.086000
7,az,22,0.013000
7,az,23,0.008000
7,az,24,0.002000
7,az,25,-0.002000
7,az,26,-0.024000
7,az,27,-0.006000
7,az,28,-0.001000
7,az,29,-0.033000
7,az,30,0.016000
7,az,31,-0.024000
7,gx,0,-0.000000
7,gx,1,-0.093000
7,gx,2,-0.101000
7,gx,3,0.011000
7,gx,4,0.121000
7,gx,5,0.048000
7,gx,6,-0.102000
7,gx,7,0.100000
7,gx,8,1.325000
7,gx,9,0.100000
7,gx,10,-0.461000
7,gx,11,-0.040000
7,gx,12,0.155000
7,gx,13,0.108000
7,gx,14,-0.457000
7,gx,15,-0.102000
7,gx,16,0.204000
7,gx,17,-1.544000
7,gx,18,0.202000
7,gx,19,-0.316000
7,gx,20,-0.339000
7,gx,21,-0.098000
7,gx,22,-0.091000
7,gx,23,0.010000
7,gx,24,-0.065000
7,gx,25,-0.189000
7,gx,26,-0.133000
7,gx,27,-0.085000
7,gx,28,0.086000
7,gx,29,-0.472000
7,gx,30,0.115000
7,gx,31,-0.286000
7,gy,0,-0.000000
7,gy,1,-0.183000
7,gy,2,0.188000
7,gy,3,-0.369000
7,gy,4,1.002000
7,gy,5,0.125000
7,gy,6,-0.220000
7,gy,7,-0.219000
7,gy,8,1.506000
7,gy,9,0.131000
7,gy,10,0.587000
7,gy,11,0.080000
7,gy,12,0.130000
7,gy,13,-0.318000
7,gy,14,0.580000
7,gy,15,0.285000
7,gy,16,-0.002000
7,gy,17,-0.037000
7,gy,18,-0.543000
7,gy,19,-0.031000
7,gy,20,0.491000
7,gy,21,1.051000
7,gy,22,-0.044000
7,gy,23,0.167000
7,gy,24,-0.015000
7,gy,25,-0.975000
7,gy,26,-0.187000
7,gy,27,0.357000
7,gy,28,-0.963000
7,gy,29,-1.246000
7,gy,30,0.308000
7,gy,31,0.081000
7,gz,0,0.000000
7,gz,1,-0.146000
7,gz,2,-0.108000
7,gz,3,-0.179000
7,gz,4,1.011000
7,gz,5,-0.144000
7,gz,6,0.353000
7,gz,7,0.125000
7,gz,8,2.888000
7,gz,9,0.031000
7,gz,10,0.044000
7,gz,11,0.072000
7,gz,12,-0.174000
7,gz,13,-0.004000
7,gz,14,-0.219000
7,gz,15,-0.065000
7,gz,16,-0.035000
7,gz,17,0.126000
7,gz,18,0.719000
7,gz,19,-0.007000
7,gz,20,-0.223000
7,gz,21,-0.209000
7,gz,22,-0.245000
7,gz,23,0.030000
7,gz,24,0.045000
7,gz,25,0.747000
7,gz,26,0.266000
7,gz,27,-0.019000
7,gz,28,-0.079000
7,gz,29,0.488000
7,gz,30,0.070000
7,gz,31,0.189000
8,ax,0,-0.000000
8,ax,1,0.020000
8,ax,2,-0.026000
8,ax,3,0.013000
8,ax,4,-0.094000
8,ax,5,0.034000
8,ax,6,-0.046000
8,ax,7,-0.015000
8,ax,8,-0.031000
8,ax,9,0.016000
8,ax,10,0.090000
8,ax,11,0.025000
8,ax,12,0.040000
8,ax,13,-0.022000
8,ax,14,0.096000
8,ax,15,0.016000
8,ax,16,-0.026000
8,ax,17,-0.044000
8,ax,18,-0.001000
8,ax,19,-0.023000
8,ax,20,-0.002000
8,ax,21,-0.013000
8,ax,22,-0.018000
8,ax,23,0.030000
8,ax,24,-0.029000
8,ax,25,-0.074000
8,ax,26,-0.041000
8,ax,27,0.014000
8,ax,28,0.005000
8,ax,29,-0.099000
8,ax,30,0.036000
8,ax,31,-0.046000
8,ay,0,0.000000
8,ay,1,0.012000
8,ay,2,0.012000
8,ay,3,0.018000
8,ay,4,-0.172000
8,ay,5,0.008000
8,ay,6,-0.046000
8,ay,7,-0.017000
8,ay,8,-0.057000
8,ay,9,0.007000
8,ay,10,0.198000
8,ay,11,-0.013000
8,ay,12,0.041000
8,ay,13,0.031000
8,ay,14,-0.016000
8,ay,15,0.019000
8,ay,16,-0.022000
8,ay,17,0.025000
8,ay,18,-0.028000
8,ay,19,0.019000
8,ay,20,0.027000
8,ay,21,-0.017000
8,ay,22,0.010000
8,ay,23,0.030000
8,ay,24,-0.023000
8,ay,25,-0.093000
8,ay,26,-0.020000
8,ay,27,0.018000
8,ay,28,-0.039000
8,ay,29,-0.112000
8,ay,30,-0.030000
8,ay,31,-0.035000
8,az,0,0.000000
8,az,1,0.004000
8,az,2,0.017000
8,az,3,0.013000
8,az,4,-0.073000
8,az,5,-0.031000
8,az,6,-0.005000
8,az,7,0.010000
8,az,8,-0.398000
8,az,9,-0.016000
8,az,10,-0.002000
8,az,11,-0.027000
8,az,12,0.025000
8,az,13,0.005000
8,az,14,-0.050000
8,az,15,0.030000
8,az,16,-0.007000
8,az,17,0.010000
8,az,18,-0.061000
8,az,19,0.001000
8,az,20,-0.007000
8,az,21,0.051000
8,az,22,0.052000
8,az,23,0.010000
8,az,24,-0.000000
8,az,25,0.069000
8,az,26,0.039000
8,az,27,0.015000
8,az,28,-0.022000
8,az,29,-0.015000
8,az,30,0.002000
8,az,31,-0.006000
8,gx,0,0.000000
8,gx,1,-0.163000
8,gx,2,-0.116000
8,gx,3,0.183000
8,gx,4,-1.159000
8,gx,5,0.191000
8,gx,6,-0.557000
8,gx,7,-0.026000
8,gx,8,4.784000
8,gx,9,-0.128000
8,gx,10,-1.222000
8,gx,11,-0.485000
8,gx,12,-0.654000
8,gx,13,0.228000
8,gx,14,-0.551000
8,gx,15,-0.178000
8,gx,16,-0.108000
8,gx,17,1.175000
8,gx,18,0.119000
8,gx,19,0.440000
8,gx,20,-0.562000
8,gx,21,-0.199000
8,gx,22,-0.146000
8,gx,23,0.005000
8,gx,24,-0.189000
8,gx,25,2.219000
8,gx,26,0.879000
8,gx,27,-0.335000
8,gx,28,0.719000
8,gx,29,1.311000
8,gx,30,-0.622000
8,gx,31,-0.012000
8,gy,0,0.000000
8,gy,1,0.631000
8,gy,2,0.125000
8,gy,3,-0.277000
8,gy,4,0.544000
8,gy,5,0.104000
8,gy,6,-0.321000
8,gy,7,-0.203000
8,gy,8,-5.689000
8,gy,9,-0.061000
8,gy,10,2.744000
8,gy,11,0.396000
8,gy,12,-1.093000
8,gy,13,-0.788000
8,gy,14,1.740000
8,gy,15,0.093000
8,gy,16,-0.304000
8,gy,17,-0.394000
8,gy,18,0.107000
8,gy,19,-0.682000
8,gy,20,-0.333000
8,gy,21,1.104000
8,gy,22,-0.326000
8,gy,23,0.349000
8,gy,24,0.046000
8,gy,25,-2.139000
8,gy,26,-0.270000
8,gy,27,-0.015000
8,gy,28,0.204000
8,gy,29,0.112000
8,gy,30,0.999000
8,gy,31,0.027000
8,gz,0,-0.000000
8,gz,1,0.179000
8,gz,2,-0.296000
8,gz,3,0.674000
8,gz,4,-4.916000
8,gz,5,0.882000
8,gz,6,-1.758000
8,gz,7,-0.889000
8,gz,8,-5.443000
8,gz,9,0.300000
8,gz,10,-1.930000
8,gz,11,-0.668000
8,gz,12,2.165000
8,gz,13,-0.071000
8,gz,14,-0.123000
8,gz,15,1.190000
8,gz,16,-0.101000
8,gz,17,1.087000
8,gz,18,-0.653000
8,gz,19,0.219000
8,gz,20,0.583000
8,gz,21,3.107000
8,gz,22,0.099000
8,gz,23,0.407000
8,gz,24,-0.509000
8,gz,25,0.241000
8,gz,26,0.863000
8,gz,27,0.515000
8,gz,28,-1.121000
8,gz,29,-4.966000
8,gz,30,-0.783000
8,gz,31,-1.174000
9,ax,0,-0.000000
9,ax,1,-0.015000
9,ax,2,-0.019000
9,ax,3,-0.007000
9,ax,4,0.021000
9,ax,5,-0.008000
9,ax,6,0.035000
9,ax,7,0.003000
9,ax,8,0.286000
9,ax,9,-0.005000
9,ax,10,-0.014000
9,ax,11,-0.018000
9,ax,12,-0.026000
9,ax,13,-0.009000
9,ax,14,-0.008000
9,ax,15,-0.008000
9,ax,16,-0.005000
9,ax,17,-0.033000
9,ax,18,0.003000
9,ax,19,-0.019000
9,ax,20,0.011000
9,ax,21,0.003000
9,ax,22,0.008000
9,ax,23,-0.009000
9,ax,24,-0.023000
9,ax,25,0.037000
9,ax,26,0.003000
9,ax,27,0.003000
9,ax,28,0.007000
9,ax,29,0.033000
9,ax,30,-0.014000
9,ax,31,0.011000
9,ay,0,-0.000000
9,ay,1,-0.004000
9,ay,2,-0.013000
9,ay,3,-0.006000
9,ay,4,0.033000
9,ay,5,-0.009000
9,ay,6,-0.000000
9,ay,7,-0.016000
9,ay,8,0.045000
9,ay,9,0.007000
9,ay,10,-0.040000
9,ay,11,0.007000
9,ay,12,0.001000
9,ay,13,-0.007000
9,ay,14,0.037000
9,ay,15,-0.009000
9,ay,16,-0.004000
9,ay,17,-0.027000
9,ay,18,-0.000000
9,ay,19,-0.008000
9,ay,20,-0.010000
9,ay,21,-0.046000
9,ay,22,-0.006000
9,ay,23,-0.015000
9,ay,24,-0.014000
9,ay,25,0.037000
9,ay,26,-0.000000
9,ay,27,0.001000
9,ay,28,-0.013000
9,ay,29,0.024000
9,ay,30,-0.014000
9,ay,31,0.011000
9,az,0,-0.000000
9,az,1,0.011000
9,az,2,0.027000
9,az,3,0.016000
9,az,4,-0.054000
9,az,5,0.009000
9,az,6,-0.016000
9,az,7,-0.003000
9,az,8,0.172000
9,az,9,0.036000
9,az,10,-0.013000
9,az,11,-0.009000
9,az,12,0.033000
9,az,13,-0.008000
9,az,14,0.006000
9,az,15,-0.012000
9,az,16,0.003000
9,az,17,-0.001000
9,az,18,-0.019000
9,az,19,0.023000
9,az,20,-0.019000
9,az,21,-0.026000
9,az,22,-0.010000
9,az,23,-0.005000
9,az,24,0.051000
9,az,25,-0.089000
9,az,26,-0.001000
9,az,27,-0.019000
9,az,28,0.017000
9,az,29,-0.016000
9,az,30,0.010000
9,az,31,-0.021000
9,gx,0,-0.000000
9,gx,1,0.165000
9,gx,2,0.027000
9,gx,3,0.358000
9,gx,4,-1.874000
9,gx,5,0.187000
9,gx,6,-0.283000
9,gx,7,-0.148000
9,gx,8,-1.295000
9,gx,9,0.124000
9,gx,10,1.506000
9,gx,11,0.352000
9,gx,12,-0.433000
9,gx,13,-0.278000
9,gx,14,0.665000
9,gx,15,0.154000
9,gx,16,0.019000
9,gx,17,0.649000
9,gx,18,0.282000
9,gx,19,0.390000
9,gx,20,0.136000
9,gx,21,0.825000
9,gx,22,-0.468000
9,gx,23,0.149000
9,gx,24,0.017000
9,gx,25,-1.147000
9,gx,26,-0.230000
9,gx,27,-0.153000
9,gx,28,0.337000
9,gx,29,0.526000
9,gx,30,0.708000
9,gx,31,0.039000
9,gy,0,0.000000
9,gy,1,-0.325000
9,gy,2,-0.053000
9,gy,3,0.201000
9,gy,4,-0.547000
9,gy,5,-0.137000
9,gy,6,0.292000
9,gy,7,0.107000
9,gy,8,6.188000
9,gy,9,0.167000
9,gy,10,1.111000
9,gy,11,-0.130000
9,gy,12,-0.045000
9,gy,13,-0.153000
9,gy,14,0.268000
9,gy,15,-0.084000
9,gy,16,-0.055000
9,gy,17,-0.671000
9,gy,18,0.704000
9,gy,19,-0.376000
9,gy,20,0.113000
9,gy,21,1.157000
9,gy,22,-0.183000
9,gy,23,-0.177000
9,gy,24,0.150000
9,gy,25,1.243000
9,gy,26,0.202000
9,gy,27,0.069000
9,gy,28,-0.225000
9,gy,29,-0.060000
9,gy,30,-0.560000
9,gy,31,0.105000
9,gz,0,0.000000
9,gz,1,0.063000
9,gz,2,0.069000
9,gz,3,0.224000
9,gz,4,-0.617000
9,gz,5,-0.200000
9,gz,6,0.538000
9,gz,7,0.109000
9,gz,8,3.001000
9,gz,9,-0.057000
9,gz,10,0.199000
9,gz,11,0.136000
9,gz,12,-1.208000
9,gz,13,-0.015000
9,gz,14,0.057000
9,gz,15,0.037000
9,gz,16,0.088000
9,gz,17,0.220000
9,gz,18,-0.275000
9,gz,19,0.249000
9,gz,20,-0.172000
9,gz,21,-0.484000
9,gz,22,-0.216000
9,gz,23,0.270000
9,gz,24,0.096000
9,gz,25,-1.700000
9,gz,26,-0.266000
9,gz,27,-0.241000
9,gz,28,0.563000
9,gz,29,1.374000
9,gz,30,0.025000
9,gz,31,0.178000
10,ax,0,-0.000000
10,ax,1,-0.014000
10,ax,2,0.014000
10,ax,3,0.010000
10,ax,4,0.001000
10,ax,5,-0.018000
10,ax,6,0.032000
10,ax,7,0.007000
10,ax,8,0.041000
10,ax,9,-0.014000
10,ax,10,0.062000
10,ax,11,0.017000
10,ax,12,0.000000
10,ax,13,0.017000
10,ax,14,-0.038000
10,ax,15,-0.005000
10,ax,16,0.003000
10,ax,17,0.038000
10,ax,18,0.026000
10,ax,19,0.021000
10,ax,20,-0.002000
10,ax,21,-0.055000
10,ax,22,0.015000
10,ax,23,-0.005000
10,ax,24,0.037000
10,ax,25,-0.062000
10,ax,26,-0.005000
10,ax,27,-0.007000
10,ax,28,0.048000
10,ax,29,-0.003000
10,ax,30,-0.018000
10,ax,31,-0.005000
10,ay,0,0.000000
10,ay,1,-0.001000
10,ay,2,0.000000
10,ay,3,-0.006000
10,ay,4,0.000000
10,ay,5,-0.003000
10,ay,6,-0.009000
10,ay,7,-0.001000
10,ay,8,-0.313000
10,ay,9,0.025000
10,ay,10,-0.034000
10,ay,11,0.020000
10,ay,12,0.046000
10,ay,13,0.010000
10,ay,14,-0.006000
10,ay,15,-0.012000
10,ay,16,-0.003000
10,ay,17,0.072000
10,ay,18,0.005000
10,ay,19,0.020000
10,ay,20,-0.081000
10,ay,21,-0.121000
10,ay,22,0.008000
10,ay,23,-0.021000
10,ay,24,-0.008000
10,ay,25,-0.054000
10,ay,26,-0.028000
10,ay,27,-0.005000
10,ay,28,0.017000
10,ay,29,0.001000
10,ay,30,0.003000
10,ay,31,-0.020000
10,az,0,0.000000
10,az,1,0.015000
10,az,2,-0.029000
10,az,3,-0.008000
10,az,4,0.027000
10,az,5,0.001000
10,az,6,-0.030000
10,az,7,0.015000
10,az,8,-0.128000
10,az,9,0.054000
10,az,10,-0.021000
10,az,11,-0.015000
10,az,12,0.001000
10,az,13,-0.002000
10,az,14,0.033000
10,az,15,-0.020000
10,az,16,0.002000
10,az,17,-0.026000
10,az,18,-0.023000
10,az,19,-0.012000
10,az,20,-0.013000
10,az,21,0.035000
10,az,22,-0.047000
10,az,23,-0.011000
10,az,24,-0.068000
10,az,25,0.114000
10,az,26,0.014000
10,az,27,0.021000
10,az,28,-0.010000
10,az,29,0.038000
10,az,30,-0.023000
10,az,31,0.028000
10,gx,0,0.000000
10,gx,1,0.066000
10,gx,2,-0.000000
10,gx,3,-0.159000
10,gx,4,0.386000
10,gx,5,0.034000
10,gx,6,-0.074000
10,gx,7,-0.083000
10,gx,8,-1.311000
10,gx,9,0.022000
10,gx,10,-0.371000
10,gx,11,-0.244000
10,gx,12,0.350000
10,gx,13,-0.164000
10,gx,14,0.548000
10,gx,15,-0.316000
10,gx,16,-0.145000
10,gx,17,-0.030000
10,gx,18,0.197000
10,gx,19,-0.313000
10,gx,20,0.061000
10,gx,21,-1.337000
10,gx,22,-0.341000
10,gx,23,-0.001000
10,gx,24,0.184000
10,gx,25,0.864000
10,gx,26,0.351000
10,gx,27,0.075000
10,gx,28,-0.205000
10,gx,29,0.062000
10,gx,30,0.115000
10,gx,31,0.199000
10,gy,0,-0.000000
10,gy,1,0.218000
10,gy,2,0.064000
10,gy,3,0.127000
10,gy,4,0.678000
10,gy,5,0.137000
10,gy,6,-0.290000
10,gy,7,0.510000
10,gy,8,-5.390000
10,gy,9,0.066000
10,gy,10,-0.191000
10,gy,11,-0.038000
10,gy,12,0.447000
10,gy,13,0.245000
10,gy,14,-0.532000
10,gy,15,-0.259000
10,gy,16,-0.225000
10,gy,17,0.288000
10,gy,18,0.716000
10,gy,19,-0.241000
10,gy,20,0.891000
10,gy,21,1.123000
10,gy,22,0.012000
10,gy,23,0.064000
10,gy,24,0.219000
10,gy,25,0.190000
10,gy,26,0.150000
10,gy,27,0.181000
10,gy,28,-0.453000
10,gy,29,-0.329000
10,gy,30,0.082000
10,gy,31,0.152000
10,gz,0,-0.000000
10,gz,1,0.087000
10,gz,2,-0.014000
10,gz,3,-0.086000
10,gz,4,0.079000
10,gz,5,-0.029000
10,gz,6,0.077000
10,gz,7,-0.128000
10,gz,8,-0.275000
10,gz,9,-0.219000
10,gz,10,-1.305000
10,gz,11,-0.056000
10,gz,12,-0.568000
10,gz,13,-0.281000
10,gz,14,0.684000
10,gz,15,-0.153000
10,gz,16,-0.173000
10,gz,17,0.754000
10,gz,18,0.148000
10,gz,19,0.007000
10,gz,20,-0.722000
10,gz,21,-2.576000
10,gz,22,-0.093000
10,gz,23,-0.178000
10,gz,24,0.137000
10,gz,25,0.522000
10,gz,26,-0.139000
10,gz,27,-0.118000
10,gz,28,0.206000
10,gz,29,0.396000
10,gz,30,-0.211000
10,gz,31,0.019000
