window_idx,axis,sample_idx,raw_value,reconstructed_value,abs_error
9,gx,32,15.664000,10.605172,5.058828
9,gx,33,14.672000,10.578379,4.093621
9,gx,34,13.649000,11.189683,2.459317
9,gx,35,13.466000,11.044265,2.421735
9,gx,36,14.710000,12.754469,1.955531
9,gx,37,17.534000,15.166497,2.367503
9,gx,38,20.710000,16.557744,4.152256
9,gx,39,22.229000,19.636557,2.592443
9,gx,40,21.527000,21.376669,0.150331
9,gx,41,20.084000,19.497275,0.586725
9,gx,42,17.985000,19.923085,1.938085
9,gx,43,15.863000,17.382587,1.519587
9,gx,44,14.588000,12.551979,2.036021
9,gx,45,13.603000,11.047254,2.555746
9,gx,46,12.305000,9.365611,2.939389
9,gx,47,11.496000,8.039157,3.456843
9,gx,48,10.924000,11.845411,0.921411
9,gx,49,11.382000,12.860842,1.478842
9,gx,50,14.061000,15.307747,1.246747
9,gx,51,19.206000,19.841038,0.635038
9,gx,52,24.260000,21.951370,2.308630
9,gx,53,25.771000,21.666403,4.104597
9,gx,54,23.214000,21.679351,1.534649
9,gx,55,19.412000,17.828229,1.583771
9,gx,56,15.435000,14.482788,0.952212
9,gx,57,11.695000,11.501978,0.193022
9,gx,58,8.481000,10.775293,2.294293
9,gx,59,7.977000,11.459884,3.482884
9,gx,60,10.290000,13.127249,2.837249
9,gx,61,14.099000,16.664954,2.565954
9,gx,62,16.901000,17.893604,0.992604
9,gx,63,19.519000,20.396745,0.877745
9,gy,0,21.870000,16.393138,5.476862
9,gy,1,20.176000,12.695030,7.480970
9,gy,2,17.573000,7.128916,10.444084
9,gy,3,16.191000,7.991686,8.199314
9,gy,4,15.664000,10.972199,4.691801
9,gy,5,14.321000,8.572257,5.748743
9,gy,6,13.198000,8.162769,5.035231
9,gy,7,13.908000,6.507505,7.400495
9,gy,8,15.321000,7.405839,7.915161
9,gy,9,16.237000,8.664831,7.572169
9,gy,10,15.595000,2.409358,13.185642
9,gy,11,15.931000,4.081480,11.849520
9,gy,12,17.015000,3.510496,13.504504
9,gy,13,15.359000,3.195299,12.163701
9,gy,14,9.969000,2.383556,7.585444
9,gy,15,3.634000,-7.222869,10.856869
9,gy,16,2.168000,-6.558105,8.726105
9,gy,17,5.084000,-4.171100,9.255100
9,gy,18,8.626000,-5.021863,13.647863
9,gy,19,10.244000,-2.609734,12.853734
9,gy,20,9.878000,-8.054984,17.932984
9,gy,21,8.450000,-5.140931,13.590931
9,gy,22,6.229000,-2.185740,8.414740
9,gy,23,4.191000,-3.827006,8.018006
9,gy,24,1.679000,-2.972754,4.651754
9,gy,25,0.046000,-7.527227,7.573227
9,gy,26,2.198000,-4.000595,6.198595
9,gy,27,6.000000,-0.184695,6.184695
9,gy,28,7.802000,0.121735,7.680265
9,gy,29,6.725000,0.631903,6.093097
9,gy,30,5.267000,4.003197,1.263803
9,gy,31,4.947000,4.009569,0.937431
9,gy,32,4.550000,7.297821,2.747821
9,gy,33,3.832000,3.367148,0.464852
9,gy,34,4.198000,5.006617,0.808617
9,gy,35,4.992000,7.978774,2.986774
9,gy,36,5.443000,11.265214,5.822214
9,gy,37,4.962000,8.263027,3.301027
9,gy,38,4.092000,7.936516,3.844516
9,gy,39,3.244000,5.149442,1.905442
9,gy,40,2.527000,14.616797,12.089797
9,gy,41,1.687000,14.881559,13.194559
9,gy,42,-0.145000,16.923793,17.068793
9,gy,43,-3.130000,15.283421,18.413421
9,gy,44,-5.198000,9.972504,15.170504
9,gy,45,-5.908000,11.453522,17.361522
9,gy,46,-5.794000,8.086057,13.880057
9,gy,47,-5.198000,5.694984,10.892984
9,gy,48,-4.840000,7.995126,12.835126
9,gy,49,-5.565000,6.633239,12.198239
9,gy,50,-7.672000,8.911143,16.583143
9,gy,51,-10.221000,5.988444,16.209444
9,gy,52,-11.420000,2.020619,13.440619
9,gy,53,-10.344000,7.359576,17.703576
9,gy,54,-7.534000,4.176158,11.710158
9,gy,55,-4.260000,7.091525,11.351525
9,gy,56,-1.916000,0.698519,2.614519
9,gy,57,-2.115000,-3.280916,1.165916
9,gy,58,-4.450000,-2.834082,1.615918
9,gy,59,-7.023000,-3.790086,3.232914
9,gy,60,-8.733000,-5.899446,2.833554
9,gy,61,-9.695000,-5.409566,4.285434
9,gy,62,-9.710000,-6.376703,3.333297
9,gy,63,-7.977000,-3.631904,4.345096
9,gz,0,-18.290000,-21.421319,3.131319
9,gz,1,-17.473000,-20.811388,3.338388
9,gz,2,-17.321000,-19.677233,2.356233
9,gz,3,-16.244000,-19.272837,3.028837
9,gz,4,-14.336000,-15.491263,1.155263
9,gz,5,-12.916000,-15.607108,2.691108
9,gz,6,-10.985000,-13.570910,2.585910
9,gz,7,-8.366000,-10.289694,1.923694
9,gz,8,-6.656000,-7.923106,1.267106
9,gz,9,-6.160000,-7.072770,0.912770
9,gz,10,-6.221000,-4.467065,1.753935
9,gz,11,-5.916000,-3.698014,2.217986
9,gz,12,-4.947000,-3.530852,1.416148
9,gz,13,-4.557000,-4.026414,0.530586
9,gz,14,-6.137000,-6.908458,0.771458
9,gz,15,-8.168000,-7.505152,0.662848
9,gz,16,-9.534000,-11.715794,2.181794
9,gz,17,-11.130000,-13.268831,2.138831
9,gz,18,-12.969000,-16.309937,3.340937
9,gz,19,-14.137000,-17.666095,3.529095
9,gz,20,-14.275000,-16.512973,2.237973
9,gz,21,-13.489000,-15.987210,2.498210
9,gz,22,-12.282000,-16.307162,4.025162
9,gz,23,-11.099000,-13.457173,2.358173
9,gz,24,-10.397000,-12.777410,2.380410
9,gz,25,-9.901000,-12.889873,2.988873
9,gz,26,-9.878000,-12.789601,2.911601
9,gz,27,-10.771000,-13.908768,3.137768
9,gz,28,-11.389000,-13.092214,1.703214
9,gz,29,-11.771000,-14.241450,2.470450
9,gz,30,-12.206000,-14.857007,2.651007
9,gz,31,-12.298000,-13.724008,1.426008
9,gz,32,-11.679000,-12.640275,0.961275
9,gz,33,-10.809000,-10.742659,0.066341
9,gz,34,-9.817000,-9.079582,0.737418
9,gz,35,-8.802000,-8.774239,0.027761
9,gz,36,-7.870000,-5.791447,2.078553
9,gz,37,-6.840000,-5.214849,1.625151
9,gz,38,-5.573000,-5.544116,0.028884
9,gz,39,-4.779000,-5.558272,0.779272
9,gz,40,-5.695000,-4.802249,0.892751
9,gz,41,-7.664000,-5.263627,2.400373
9,gz,42,-9.328000,-7.374478,1.953522
9,gz,43,-10.557000,-8.989972,1.567028
9,gz,44,-11.710000,-10.234302,1.475698
9,gz,45,-13.588000,-11.946633,1.641367
9,gz,46,-15.977000,-14.200619,1.776381
9,gz,47,-17.634000,-15.773457,1.860543
9,gz,48,-18.176000,-17.424794,0.751206
9,gz,49,-18.511000,-16.363259,2.147741
9,gz,50,-18.359000,-18.252520,0.106480
9,gz,51,-17.115000,-18.786532,1.671532
9,gz,52,-16.282000,-18.200688,1.918688
9,gz,53,-17.038000,-17.831013,0.793013
9,gz,54,-19.504000,-17.578203,1.925797
9,gz,55,-22.008000,-19.638392,2.369608
9,gz,56,-22.870000,-17.684813,5.185187
9,gz,57,-21.847000,-16.609284,5.237716
9,gz,58,-19.305000,-14.890314,4.414686
9,gz,59,-16.160000,-13.063029,3.096971
9,gz,60,-12.527000,-9.239421,3.287579
9,gz,61,-9.939000,-6.995948,2.943052
9,gz,62,-9.863000,-2.703191,7.159809
9,gz,63,-11.817000,-3.916738,7.900262
10,ax,0,-1.588000,-1.622021,0.034021
10,ax,1,-1.598000,-1.646386,0.048386
10,ax,2,-1.607000,-1.699637,0.092637
10,ax,3,-1.614000,-1.842745,0.228745
10,ax,4,-1.461000,-1.669451,0.208451
10,ax,5,-1.523000,-1.657460,0.134460
10,ax,6,-1.693000,-1.689843,0.003157
10,ax,7,-1.590000,-1.720208,0.130208
10,ax,8,-1.511000,-1.779717,0.268717
10,ax,9,-1.463000,-2.036644,0.573644
10,ax,10,-1.375000,-1.887996,0.512996
10,ax,11,-1.569000,-1.859104,0.290104
10,ax,12,-1.626000,-1.854740,0.228740
10,ax,13,-1.712000,-2.143014,0.431014
10,ax,14,-1.679000,-1.959696,0.280696
10,ax,15,-1.722000,-1.866981,0.144981
10,ax,16,-1.655000,-2.277034,0.622034
10,ax,17,-1.590000,-2.306009,0.716009
10,ax,18,-1.485000,-1.963854,0.478854
10,ax,19,-1.313000,-1.628577,0.315577
10,ax,20,-1.511000,-1.929985,0.418985
10,ax,21,-1.643000,-2.233837,0.590837
10,ax,22,-1.602000,-1.871352,0.269352
10,ax,23,-1.495000,-1.698765,0.203765
10,ax,24,-1.502000,-1.890934,0.388934
10,ax,25,-1.504000,-1.788296,0.284296
10,ax,26,-1.475000,-1.596540,0.121540
10,ax,27,-1.430000,-1.342356,0.087644
10,ax,28,-1.416000,-1.840271,0.424271
10,ax,29,-1.578000,-1.890395,0.312395
10,ax,30,-1.650000,-1.685940,0.035940
10,ax,31,-1.724000,-1.714224,0.009776
10,ax,32,-1.758000,-1.570065,0.187935
10,ax,33,-1.756000,-1.706906,0.049094
10,ax,34,-1.787000,-1.632692,0.154308
10,ax,35,-1.949000,-1.870360,0.078640
10,ax,36,-2.117000,-2.039502,0.077498
10,ax,37,-2.079000,-1.883566,0.195434
10,ax,38,-1.926000,-1.850226,0.075774
10,ax,39,-1.916000,-1.779478,0.136522
10,ax,40,-1.959000,-1.660135,0.298865
10,ax,41,-2.110000,-1.909338,0.200662
10,ax,42,-2.316000,-1.875654,0.440346
10,ax,43,-2.325000,-2.237604,0.087396
10,ax,44,-2.273000,-1.998924,0.274076
10,ax,45,-2.287000,-1.834289,0.452711
10,ax,46,-2.335000,-1.814601,0.520399
10,ax,47,-2.254000,-1.853174,0.400826
10,ax,48,-2.172000,-2.146151,0.025849
10,ax,49,-2.177000,-2.106530,0.070470
10,ax,50,-2.378000,-2.130980,0.247020
10,ax,51,-2.740000,-2.233604,0.506396
10,ax,52,-2.522000,-2.110343,0.411657
10,ax,53,-2.206000,-1.896866,0.309134
10,ax,54,-2.127000,-1.724731,0.402269
10,ax,55,-2.280000,-1.948672,0.331328
10,ax,56,-2.368000,-2.398922,0.030922
10,ax,57,-2.301000,-1.987287,0.313713
10,ax,58,-2.297000,-1.719199,0.577801
10,ax,59,-2.230000,-1.663473,0.566527
10,ax,60,-1.973000,-1.733352,0.239648
10,ax,61,-1.878000,-1.491630,0.386370
10,ax,62,-1.945000,-1.453821,0.491179
10,ax,63,-2.148000,-1.927913,0.220087
10,ay,0,-0.701000,-0.931955,0.230955
10,ay,1,-0.687000,-0.891848,0.204848
10,ay,2,-0.682000,-0.706357,0.024357
10,ay,3,-0.564000,-0.739057,0.175057
10,ay,4,-0.466000,-0.558189,0.092189
10,ay,5,-0.608000,-0.747753,0.139753
10,ay,6,-0.493000,-0.578733,0.085733
10,ay,7,-0.572000,-0.785187,0.213187
10,ay,8,-0.466000,-0.280461,0.185539
10,ay,9,-0.275000,-0.246897,0.028103
10,ay,10,-0.359000,-0.210750,0.148250
10,ay,11,-0.476000,-0.233582,0.242418
10,ay,12,-0.404000,-0.117971,0.286029
10,ay,13,-0.392000,-0.290287,0.101713
10,ay,14,-0.347000,-0.183769,0.163231
10,ay,15,-0.433000,-0.245612,0.187388
10,ay,16,-0.387000,0.020352,0.407352
10,ay,17,-0.272000,0.100778,0.372778
10,ay,18,-0.021000,0.352666,0.373666
10,ay,19,-0.014000,0.296699,0.310699
10,ay,20,-0.066000,0.213052,0.279052
10,ay,21,-0.136000,0.201621,0.337621
10,ay,22,-0.177000,0.259073,0.436073
10,ay,23,0.051000,0.589740,0.538740
10,ay,24,0.065000,0.188840,0.123840
10,ay,25,0.003000,0.086724,0.083724
10,ay,26,-0.035000,-0.221209,0.186209
10,ay,27,-0.090000,-0.214506,0.124506
10,ay,28,-0.260000,-0.518313,0.258313
10,ay,29,-0.323000,-0.492877,0.169877
10,ay,30,-0.610000,-0.524820,0.085180
10,ay,31,-0.732000,-0.406147,0.325853
10,ay,32,-0.766000,-0.387189,0.378811
10,ay,33,-0.687000,-0.184677,0.502323
10,ay,34,-0.677000,-0.458515,0.218485
10,ay,35,-0.854000,-0.717917,0.136083
10,ay,36,-0.962000,-0.573895,0.388105
10,ay,37,-0.900000,-0.475724,0.424276
10,ay,38,-0.871000,-0.531642,0.339358
10,ay,39,-0.907000,-0.714708,0.192292
10,ay,40,-0.756000,-0.936718,0.180718
10,ay,41,-0.603000,-0.895677,0.292677
10,ay,42,-0.476000,-0.919730,0.443730
10,ay,43,-0.399000,-0.911310,0.512310
10,ay,44,-0.399000,-0.571689,0.172689
10,ay,45,-0.303000,-0.659454,0.356454
10,ay,46,-0.083000,-0.435333,0.352333
10,ay,47,0.125000,-0.322911,0.447911
10,ay,48,0.149000,-0.298750,0.447750
10,ay,49,0.022000,-0.630253,0.652253
10,ay,50,-0.052000,-0.547496,0.495496
10,ay,51,0.003000,-0.339106,0.342106
10,ay,52,0.305000,-0.298618,0.603618
10,ay,53,0.341000,-0.294084,0.635084
10,ay,54,0.075000,-0.369711,0.444711
10,ay,55,-0.181000,-0.291878,0.110878
10,ay,56,-0.169000,-0.369572,0.200572
10,ay,57,-0.311000,-0.292515,0.018485
10,ay,58,-0.356000,0.041773,0.397773
10,ay,59,-0.105000,0.024983,0.129983
10,ay,60,0.202000,0.075416,0.126584
10,ay,61,0.017000,0.244177,0.227177
10,ay,62,-0.086000,0.135298,0.221298
10,ay,63,-0.138000,-0.011843,0.126157
10,az,0,8.919000,10.072790,1.153790
10,az,1,8.931000,9.965380,1.034380
10,az,2,8.960000,9.666658,0.706658
10,az,3,8.833000,9.452554,0.619554
10,az,4,8.581000,9.512910,0.931910
10,az,5,8.708000,9.551402,0.843402
10,az,6,8.723000,9.154716,0.431716
10,az,7,8.814000,9.503396,0.689396
10,az,8,8.885000,9.546179,0.661179
10,az,9,8.962000,9.416546,0.454546
10,az,10,9.051000,9.040172,0.010828
10,az,11,9.237000,9.239112,0.002112
10,az,12,9.166000,9.628175,0.462175
10,az,13,9.010000,9.437020,0.427020
10,az,14,9.020000,9.156600,0.136600
10,az,15,8.962000,9.218194,0.256194
10,az,16,9.060000,9.472682,0.412682
10,az,17,9.075000,9.420360,0.345360
10,az,18,9.082000,9.592268,0.510268
10,az,19,8.931000,9.649784,0.718784
10,az,20,9.099000,9.911648,0.812648
10,az,21,9.199000,9.716325,0.517325
10,az,22,9.130000,9.374788,0.244788
10,az,23,9.089000,9.665355,0.576355
10,az,24,9.225000,9.597512,0.372512
10,az,25,9.326000,9.724321,0.398321
10,az,26,9.163000,9.640213,0.477213
10,az,27,9.235000,9.668780,0.433780
10,az,28,9.395000,9.673384,0.278384
10,az,29,9.436000,9.786062,0.350062
10,az,30,9.482000,9.754959,0.272959
10,az,31,9.575000,9.724604,0.149604
10,az,32,9.522000,9.200610,0.321390
10,az,33,9.644000,9.292611,0.351389
10,az,34,9.656000,9.450290,0.205710
10,az,35,9.860000,9.401299,0.458701
10,az,36,10.095000,9.297293,0.797707
10,az,37,9.956000,9.437922,0.518078
10,az,38,9.893000,9.612543,0.280457
10,az,39,9.745000,9.346730,0.398270
10,az,40,9.908000,9.164825,0.743175
10,az,41,10.135000,9.418223,0.716777
10,az,42,10.212000,9.600868,0.611132
10,az,43,10.044000,9.262871,0.781129
10,az,44,9.920000,9.143565,0.776435
10,az,45,10.169000,9.392709,0.776291
10,az,46,10.205000,9.556225,0.648775
10,az,47,10.198000,9.710968,0.487032
10,az,48,10.042000,9.729459,0.312541
10,az,49,9.941000,10.034673,0.093673
10,az,50,10.217000,9.798961,0.418039
10,az,51,10.585000,9.912215,0.672785
10,az,52,10.269000,9.837487,0.431513
10,az,53,9.561000,9.482169,0.078831
10,az,54,9.589000,9.464995,0.124005
10,az,55,10.121000,9.616794,0.504206
10,az,56,10.016000,9.712427,0.303573
10,az,57,9.879000,9.535347,0.343653
10,az,58,10.107000,9.434623,0.672377
10,az,59,10.233000,9.669351,0.563649
10,az,60,9.846000,9.467668,0.378332
10,az,61,9.678000,9.044239,0.633761
10,az,62,10.047000,9.189614,0.857386
10,az,63,10.068000,9.445571,0.622429
10,gx,0,-6.038000,-3.787536,2.250464
10,gx,1,-7.389000,-5.998288,1.390712
10,gx,2,-9.137000,-6.867750,2.269250
10,gx,3,-9.168000,-7.465156,1.702844
10,gx,4,-6.809000,-7.529197,0.720197
10,gx,5,-4.305000,-5.344490,1.039490
10,gx,6,-4.664000,-6.592795,1.928795
10,gx,7,-7.466000,-7.282794,0.183206
10,gx,8,-9.641000,-9.363453,0.277547
10,gx,9,-9.122000,-8.938672,0.183328
10,gx,10,-7.435000,-8.861172,1.426172
10,gx,11,-6.595000,-9.575532,2.980532
10,gx,12,-7.573000,-10.093442,2.520442
10,gx,13,-8.893000,-9.737311,0.844311
10,gx,14,-9.275000,-10.781180,1.506180
10,gx,15,-9.534000,-11.405715,1.871715
10,gx,16,-10.748000,-9.787752,0.960248
10,gx,17,-12.710000,-10.928173,1.781827
10,gx,18,-12.466000,-9.841698,2.624302
10,gx,19,-9.519000,-7.651543,1.867457
10,gx,20,-6.565000,-6.184913,0.380087
10,gx,21,-6.221000,-6.720811,0.499811
10,gx,22,-8.771000,-6.404533,2.366467
10,gx,23,-10.023000,-7.904427,2.118573
10,gx,24,-9.496000,-3.827931,5.668069
10,gx,25,-8.412000,-2.457333,5.954667
10,gx,26,-7.145000,-4.277708,2.867292
10,gx,27,-5.802000,-2.420129,3.381871
10,gx,28,-5.550000,-5.517892,0.032108
10,gx,29,-5.977000,-5.835841,0.141159
10,gx,30,-7.031000,-3.685159,3.345841
10,gx,31,-8.992000,-5.862597,3.129403
10,gx,32,-10.863000,-8.025369,2.837631
10,gx,33,-11.450000,-9.523799,1.926201
10,gx,34,-10.534000,-12.867901,2.333901
10,gx,35,-8.847000,-9.542585,0.695585
10,gx,36,-7.489000,-11.551915,4.062915
10,gx,37,-8.053000,-13.104118,5.051118
10,gx,38,-10.084000,-10.779312,0.695312
10,gx,39,-12.573000,-12.492787,0.080213
10,gx,40,-14.252000,-10.775493,3.476507
10,gx,41,-13.718000,-8.954177,4.763823
10,gx,42,-11.031000,-10.091338,0.939662
10,gx,43,-8.344000,-8.867778,0.523778
10,gx,44,-6.313000,-5.594079,0.718921
10,gx,45,-6.046000,-5.449358,0.596642
10,gx,46,-6.740000,-4.202537,2.537463
10,gx,47,-6.855000,-4.894689,1.960311
10,gx,48,-5.076000,-5.434826,0.358826
10,gx,49,-1.939000,-4.863364,2.924364
10,gx,50,-0.656000,-2.094029,1.438029
10,gx,51,-3.107000,-3.716608,0.609608
10,gx,52,-6.550000,-6.208252,0.341748
10,gx,53,-7.550000,-8.089878,0.539878
10,gx,54,-5.267000,-10.190253,4.923253
10,gx,55,-3.496000,-6.398894,2.902894
10,gx,56,-4.733000,-7.488521,2.755521
10,gx,57,-6.847000,-8.479308,1.632308
10,gx,58,-8.092000,-7.422157,0.669843
10,gx,59,-8.756000,-10.714115,1.958115
10,gx,60,-9.282000,-10.646866,1.364866
10,gx,61,-6.847000,-6.674440,0.172560
10,gx,62,-2.771000,-10.501118,7.730118
10,gx,63,-0.511000,-8.547215,8.036215
10,gy,0,-25.756000,-34.519826,8.763826
10,gy,1,-22.901000,-33.646607,10.745607
10,gy,2,-21.359000,-32.589098,11.230098
10,gy,3,-21.962000,-31.203293,9.241293
10,gy,4,-23.305000,-34.563307,11.258307
10,gy,5,-24.084000,-35.620497,11.536497
10,gy,6,-25.779000,-34.462495,8.683495
10,gy,7,-28.374000,-37.665390,9.291390
10,gy,8,-29.779000,-35.665154,5.886154
10,gy,9,-29.901000,-35.210974,5.309974
10,gy,10,-29.206000,-35.344463,6.138463
10,gy,11,-27.916000,-33.742873,5.826873
10,gy,12,-26.954000,-33.372003,6.418003
10,gy,13,-26.443000,-32.672703,6.229703
10,gy,14,-26.183000,-30.757382,4.574382
10,gy,15,-25.771000,-31.056121,5.285121
10,gy,16,-25.038000,-28.298155,3.260155
10,gy,17,-24.519000,-29.058904,4.539904
10,gy,18,-24.603000,-28.693938,4.090938
10,gy,19,-24.435000,-27.875932,3.440932
10,gy,20,-24.420000,-30.275225,5.855225
10,gy,21,-26.084000,-31.072817,4.988817
10,gy,22,-28.305000,-29.323785,1.018785
10,gy,23,-28.725000,-31.770011,3.045011
10,gy,24,-28.305000,-28.570626,0.265626
10,gy,25,-28.443000,-29.346334,0.903334
10,gy,26,-27.344000,-29.983236,2.639236
10,gy,27,-24.687000,-25.838994,1.151994
10,gy,28,-22.939000,-26.455341,3.516341
10,gy,29,-23.473000,-26.732017,3.259017
10,gy,30,-24.924000,-24.757583,0.166417
10,gy,31,-26.649000,-25.983507,0.665493
10,gy,32,-28.122000,-21.676216,6.445784
10,gy,33,-28.687000,-19.030528,9.656472
10,gy,34,-28.702000,-17.547043,11.154957
10,gy,35,-28.443000,-17.909665,10.533335
10,gy,36,-28.870000,-19.356339,9.513661
10,gy,37,-29.046000,-17.493005,11.552995
10,gy,38,-27.107000,-17.723056,9.383944
10,gy,39,-24.099000,-17.183175,6.915825
10,gy,40,-22.084000,-15.586010,6.497990
10,gy,41,-22.450000,-18.359063,4.090937
10,gy,42,-24.573000,-18.892266,5.680734
10,gy,43,-26.351000,-17.339014,9.011986
10,gy,44,-25.420000,-16.860029,8.559971
10,gy,45,-22.511000,-15.859001,6.651999
10,gy,46,-20.496000,-15.089100,5.406900
10,gy,47,-19.160000,-13.765257,5.394743
10,gy,48,-16.969000,-12.440811,4.528189
10,gy,49,-13.962000,-8.931701,5.030299
10,gy,50,-12.084000,-6.595694,5.488306
10,gy,51,-13.672000,-9.417753,4.254247
10,gy,52,-17.282000,-10.874511,6.407489
10,gy,53,-16.374000,-7.979099,8.394901
10,gy,54,-9.947000,-6.892523,3.054477
10,gy,55,-4.489000,-2.908991,1.580009
10,gy,56,-4.580000,-2.665491,1.914509
10,gy,57,-6.374000,-7.887063,1.513063
10,gy,58,-7.618000,-7.782136,0.164136
10,gy,59,-9.267000,-7.784901,1.482099
10,gy,60,-10.359000,-7.050819,3.308181
10,gy,61,-8.557000,-5.062987,3.494013
10,gy,62,-6.351000,-9.442902,3.091902
10,gy,63,-7.092000,-10.165259,3.073259
10,gz,0,-5.252000,-3.883849,1.368151
10,gz,1,-7.405000,-5.348850,2.056150
10,gz,2,-8.069000,-4.064579,4.004421
10,gz,3,-7.160000,-1.744726,5.415274
10,gz,4,-4.649000,-2.031512,2.617488
10,gz,5,-1.611000,1.040613,2.651613
10,gz,6,0.366000,3.264344,2.898344
10,gz,7,1.221000,4.166799,2.945799
10,gz,8,1.305000,3.937809,2.632809
10,gz,9,1.221000,5.603591,4.382591
10,gz,10,1.679000,5.699847,4.020847
10,gz,11,1.473000,6.093386,4.620386
10,gz,12,-0.649000,2.470557,3.119557
10,gz,13,-2.618000,1.398580,4.016580
10,gz,14,-3.847000,0.674069,4.521069
10,gz,15,-3.977000,-0.348587,3.628413
10,gz,16,-3.366000,0.183494,3.549494
10,gz,17,-2.008000,0.581599,2.589599
10,gz,18,0.382000,-0.969365,1.351365
10,gz,19,2.763000,-0.786661,3.549661
10,gz,20,3.458000,1.564009,1.893991
10,gz,21,1.840000,1.564644,0.275356
10,gz,22,-1.397000,0.584120,1.981120
10,gz,23,-3.519000,-1.951955,1.567045
10,gz,24,-3.305000,-0.503678,2.801322
10,gz,25,-2.427000,-1.589736,0.837264
10,gz,26,-1.893000,-3.865012,1.972012
10,gz,27,-2.229000,-5.579195,3.350195
10,gz,28,-3.817000,-4.679902,0.862902
10,gz,29,-5.908000,-6.480867,0.572867
10,gz,30,-6.687000,-8.022303,1.335303
10,gz,31,-7.344000,-8.361407,1.017407
10,gz,32,-7.992000,-8.614626,0.622626
10,gz,33,-7.069000,-8.261476,1.192476
10,gz,34,-5.046000,-6.635787,1.589787
10,gz,35,-2.931000,-5.314900,2.383900
10,gz,36,-2.443000,-7.787919,5.344919
10,gz,37,-3.015000,-5.954626,2.939626
10,gz,38,-2.740000,-2.936946,0.196946
10,gz,39,-1.847000,-0.968697,0.878303
10,gz,40,-0.992000,-4.798088,3.806088
10,gz,41,0.763000,-4.792425,5.555425
10,gz,42,3.427000,-2.473098,5.900098
10,gz,43,5.481000,0.149209,5.331791
10,gz,44,7.099000,0.217019,6.881981
10,gz,45,7.748000,1.854699,5.893301
10,gz,46,7.885000,2.568782,5.316218
10,gz,47,8.267000,5.499035,2.767965
10,gz,48,8.802000,7.873377,0.928623
10,gz,49,7.763000,7.027584,0.735416
10,gz,50,5.405000,6.254028,0.849028
10,gz,51,2.649000,3.799899,1.150899
10,gz,52,0.290000,2.720857,2.430857
10,gz,53,-0.588000,1.249355,1.837355
10,gz,54,-1.076000,-2.228051,1.152051
10,gz,55,-2.389000,-5.084539,2.695539
10,gz,56,-3.634000,-1.945468,1.688532
10,gz,57,-3.557000,-2.675004,0.881996
10,gz,58,-3.168000,-3.851651,0.683651
10,gz,59,-2.985000,-2.703641,0.281359
10,gz,60,-1.252000,1.037520,2.289520
10,gz,61,2.115000,2.657218,0.542218
10,gz,62,4.061000,2.974704,1.086296
10,gz,63,4.084000,2.224378,1.859622
