route,node,scenario,cycle,phase_idx,seq,latency_ms,raw_bytes,cs_bytes,pkt_bytes,topic,payload,source
RELAYED,1,1,2,3,43,82,256,128,154,health_monitor/node_1/cs_ppg,"{""ts"":130259,""hr"":88,""spo2"":98.0,""ppg_valid"":true,""finger"":true,""mean_ir"":75.0000,""ir"":[1.0000,2.0000,2.0000,43.0000,-88.0000,-43.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000],""relayed_by"":2}",gateway
RELAYED,1,1,2,3,44,80,256,128,154,health_monitor/node_1/cs_ppg,"{""ts"":133272,""hr"":88,""spo2"":98.0,""ppg_valid"":true,""finger"":true,""mean_ir"":75.0000,""ir"":[1.0000,2.0000,2.0000,44.0000,-88.0000,-43.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000],""relayed_by"":2}",gateway
RELAYED,1,1,2,3,45,82,256,128,154,health_monitor/node_1/cs_ppg,"{""ts"":136288,""hr"":88,""spo2"":98.0,""ppg_valid"":true,""finger"":true,""mean_ir"":75.0000,""ir"":[1.0000,2.0000,2.0000,45.0000,-88.0000,-43.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000],""relayed_by"":2}",gateway
RELAYED,1,1,2,3,46,80,256,128,154,health_monitor/node_1/cs_ppg,"{""ts"":139304,""hr"":88,""spo2"":98.0,""ppg_valid"":true,""finger"":true,""mean_ir"":75.0000,""ir"":[1.0000,2.0000,2.0000,46.0000,-88.0000,-43.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000],""relayed_by"":2}",gateway
DIRECT,1,1,2,4,47,72,256,128,146,health_monitor/node_1/cs_ppg,"{""ts"":142317,""hr"":88,""spo2"":98.0,""ppg_valid"":true,""finger"":true,""mean_ir"":75.0000,""ir"":[1.0000,2.0000,3.0000,47.0000,-51.0000,-60.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000]}",gateway
DIRECT,1,1,2,4,48,78,256,128,146,health_monitor/node_1/cs_ppg,"{""ts"":145330,""hr"":88,""spo2"":98.0,""ppg_valid"":true,""finger"":true,""mean_ir"":75.0000,""ir"":[1.0000,2.0000,3.0000,48.0000,-51.0000,-60.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000]}",gateway
DIRECT,1,1,2,4,49,75,256,128,146,health_monitor/node_1/cs_ppg,"{""ts"":148350,""hr"":88,""spo2"":98.0,""ppg_valid"":true,""finger"":true,""mean_ir"":75.0000,""ir"":[1.0000,2.0000,3.0000,49.0000,-51.0000,-60.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000]}",gateway
DIRECT,1,1,2,4,50,71,256,128,146,health_monitor/node_1/cs_ppg,"{""ts"":151367,""hr"":88,""spo2"":98.0,""ppg_valid"":true,""finger"":true,""mean_ir"":75.0000,""ir"":[1.0000,2.0000,3.0000,50.0000,-51.0000,-60.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000]}",gateway
DIRECT,1,1,2,4,51,71,256,128,146,health_monitor/node_1/cs_ppg,"{""ts"":154380,""hr"":88,""spo2"":98.0,""ppg_valid"":true,""finger"":true,""mean_ir"":75.0000,""ir"":[1.0000,2.0000,3.0000,51.0000,-51.0000,-60.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000]}",gateway
DIRECT,1,1,2,4,52,76,256,128,146,health_monitor/node_1/cs_ppg,"{""ts"":157393,""hr"":88,""spo2"":98.0,""ppg_valid"":true,""finger"":true,""mean_ir"":75.0000,""ir"":[1.0000,2.0000,3.0000,52.0000,-51.0000,-60.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000]}",gateway
DIRECT,1,1,3,1,53,71,256,128,146,health_monitor/node_1/cs_ppg,"{""ts"":160411,""hr"":88,""spo2"":98.0,""ppg_valid"":true,""finger"":true,""mean_ir"":75.0000,""ir"":[1.0000,3.0000,0.0000,53.0000,-49.0000,-54.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000]}",gateway
DIRECT,1,1,3,1,54,70,256,128,146,health_monitor/node_1/cs_ppg,"{""ts"":163435,""hr"":88,""spo2"":98.0,""ppg_valid"":true,""finger"":true,""mean_ir"":75.0000,""ir"":[1.0000,3.0000,0.0000,54.0000,-49.0000,-54.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000]}",gateway
DIRECT,1,1,3,1,55,71,256,128,146,health_monitor/node_1/cs_ppg,"{""ts"":166448,""hr"":88,""spo2"":98.0,""ppg_valid"":true,""finger"":true,""mean_ir"":75.0000,""ir"":[1.0000,3.0000,0.0000,55.0000,-49.0000,-54.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000]}",gateway
DIRECT,1,1,3,1,56,72,256,128,146,health_monitor/node_1/cs_ppg,"{""ts"":169462,""hr"":88,""spo2"":98.0,""ppg_valid"":true,""finger"":true,""mean_ir"":75.0000,""ir"":[1.0000,3.0000,0.0000,56.0000,-49.0000,-54.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000]}",gateway
DIRECT,1,1,3,1,57,71,256,128,146,health_monitor/node_1/cs_ppg,"{""ts"":172477,""hr"":88,""spo2"":98.0,""ppg_valid"":true,""finger"":true,""mean_ir"":75.0000,""ir"":[1.0000,3.0000,0.0000,57.0000,-49.0000,-54.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000]}",gateway
DIRECT,1,1,3,1,58,70,256,128,146,health_monitor/node_1/cs_ppg,"{""ts"":175491,""hr"":88,""spo2"":98.0,""ppg_valid"":true,""finger"":true,""mean_ir"":75.0000,""ir"":[1.0000,3.0000,0.0000,58.0000,-49.0000,-54.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000]}",gateway
DIRECT,1,1,3,1,59,76,256,128,146,health_monitor/node_1/cs_ppg,"{""ts"":178515,""hr"":88,""spo2"":98.0,""ppg_valid"":true,""finger"":true,""mean_ir"":75.0000,""ir"":[1.0000,3.0000,0.0000,59.0000,-49.0000,-54.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000]}",gateway
RELAYED,1,1,3,2,60,77,256,128,154,health_monitor/node_1/cs_ppg,"{""ts"":181534,""hr"":88,""spo2"":98.0,""ppg_valid"":true,""finger"":true,""mean_ir"":75.0000,""ir"":[1.0000,3.0000,1.0000,60.0000,-80.0000,-41.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000],""relayed_by"":2}",gateway
RELAYED,1,1,3,2,61,74,256,128,154,health_monitor/node_1/cs_ppg,"{""ts"":184551,""hr"":88,""spo2"":98.0,""ppg_valid"":true,""finger"":true,""mean_ir"":75.0000,""ir"":[1.0000,3.0000,1.0000,61.0000,-80.0000,-41.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000],""relayed_by"":2}",gateway
RELAYED,1,1,3,2,62,75,256,128,154,health_monitor/node_1/cs_ppg,"{""ts"":187564,""hr"":88,""spo2"":98.0,""ppg_valid"":true,""finger"":true,""mean_ir"":75.0000,""ir"":[1.0000,3.0000,1.0000,62.0000,-80.0000,-41.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000],""relayed_by"":2}",gateway
RELAYED,1,1,3,2,63,75,256,128,154,health_monitor/node_1/cs_ppg,"{""ts"":190589,""hr"":88,""spo2"":98.0,""ppg_valid"":true,""finger"":true,""mean_ir"":75.0000,""ir"":[1.0000,3.0000,1.0000,63.0000,-80.0000,-41.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000],""relayed_by"":2}",gateway
RELAYED,1,1,3,2,64,74,256,128,154,health_monitor/node_1/cs_ppg,"{""ts"":193602,""hr"":88,""spo2"":98.0,""ppg_valid"":true,""finger"":true,""mean_ir"":75.0000,""ir"":[1.0000,3.0000,1.0000,64.0000,-80.0000,-41.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000],""relayed_by"":2}",gateway
RELAYED,1,1,3,2,65,75,256,128,154,health_monitor/node_1/cs_ppg,"{""ts"":196615,""hr"":88,""spo2"":98.0,""ppg_valid"":true,""finger"":true,""mean_ir"":75.0000,""ir"":[1.0000,3.0000,1.0000,65.0000,-80.0000,-41.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000],""relayed_by"":2}",gateway
RELAYED,1,1,3,2,66,82,256,128,154,health_monitor/node_1/cs_ppg,"{""ts"":199629,""hr"":88,""spo2"":98.0,""ppg_valid"":true,""finger"":true,""mean_ir"":75.0000,""ir"":[1.0000,3.0000,1.0000,66.0000,-80.0000,-41.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000],""relayed_by"":2}",gateway
RELAYED,1,1,3,3,67,76,256,128,154,health_monitor/node_1/cs_ppg,"{""ts"":202647,""hr"":88,""spo2"":98.0,""ppg_valid"":true,""finger"":true,""mean_ir"":75.0000,""ir"":[1.0000,3.0000,2.0000,67.0000,-84.0000,-41.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000],""relayed_by"":2}",gateway
RELAYED,1,1,3,3,68,77,256,128,154,health_monitor/node_1/cs_ppg,"{""ts"":205663,""hr"":88,""spo2"":98.0,""ppg_valid"":true,""finger"":true,""mean_ir"":75.0000,""ir"":[1.0000,3.0000,2.0000,68.0000,-84.0000,-41.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000],""relayed_by"":2}",gateway
RELAYED,1,1,3,3,69,72,256,128,154,health_monitor/node_1/cs_ppg,"{""ts"":208676,""hr"":88,""spo2"":98.0,""ppg_valid"":true,""finger"":true,""mean_ir"":75.0000,""ir"":[1.0000,3.0000,2.0000,69.0000,-84.0000,-41.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000],""relayed_by"":2}",gateway
RELAYED,1,1,3,3,70,72,256,128,154,health_monitor/node_1/cs_ppg,"{""ts"":211689,""hr"":88,""spo2"":98.0,""ppg_valid"":true,""finger"":true,""mean_ir"":75.0000,""ir"":[1.0000,3.0000,2.0000,70.0000,-84.0000,-41.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000],""relayed_by"":2}",gateway
RELAYED,1,1,3,3,71,73,256,128,154,health_monitor/node_1/cs_ppg,"{""ts"":214702,""hr"":88,""spo2"":98.0,""ppg_valid"":true,""finger"":true,""mean_ir"":75.0000,""ir"":[1.0000,3.0000,2.0000,71.0000,-84.0000,-41.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000],""relayed_by"":2}",gateway
RELAYED,1,1,3,3,72,76,256,128,154,health_monitor/node_1/cs_ppg,"{""ts"":217715,""hr"":88,""spo2"":98.0,""ppg_valid"":true,""finger"":true,""mean_ir"":75.0000,""ir"":[1.0000,3.0000,2.0000,72.0000,-84.0000,-41.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000],""relayed_by"":2}",gateway
RELAYED,1,1,3,4,73,78,256,128,154,health_monitor/node_1/cs_ppg,"{""ts"":220730,""hr"":88,""spo2"":98.0,""ppg_valid"":true,""finger"":true,""mean_ir"":75.0000,""ir"":[1.0000,3.0000,3.0000,73.0000,-50.0000,-65.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000],""relayed_by"":2}",gateway
DIRECT,1,1,3,4,74,68,256,128,146,health_monitor/node_1/cs_ppg,"{""ts"":223745,""hr"":88,""spo2"":98.0,""ppg_valid"":true,""finger"":true,""mean_ir"":75.0000,""ir"":[1.0000,3.0000,3.0000,74.0000,-50.0000,-65.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000]}",gateway
DIRECT,1,1,3,4,75,68,256,128,146,health_monitor/node_1/cs_ppg,"{""ts"":226758,""hr"":88,""spo2"":98.0,""ppg_valid"":true,""finger"":true,""mean_ir"":75.0000,""ir"":[1.0000,3.0000,3.0000,75.0000,-50.0000,-65.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000]}",gateway
DIRECT,1,1,3,4,76,67,256,128,146,health_monitor/node_1/cs_ppg,"{""ts"":229771,""hr"":88,""spo2"":98.0,""ppg_valid"":true,""finger"":true,""mean_ir"":75.0000,""ir"":[1.0000,3.0000,3.0000,76.0000,-50.0000,-65.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000]}",gateway
DIRECT,1,1,3,4,77,70,256,128,146,health_monitor/node_1/cs_ppg,"{""ts"":232784,""hr"":88,""spo2"":98.0,""ppg_valid"":true,""finger"":true,""mean_ir"":75.0000,""ir"":[1.0000,3.0000,3.0000,77.0000,-50.0000,-65.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000]}",gateway
DIRECT,1,1,3,4,78,73,256,128,146,health_monitor/node_1/cs_ppg,"{""ts"":235800,""hr"":88,""spo2"":98.0,""ppg_valid"":true,""finger"":true,""mean_ir"":75.0000,""ir"":[1.0000,3.0000,3.0000,78.0000,-50.0000,-65.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000]}",gateway
DIRECT,1,1,3,4,79,68,256,128,146,health_monitor/node_1/cs_ppg,"{""ts"":238819,""hr"":88,""spo2"":98.0,""ppg_valid"":true,""finger"":true,""mean_ir"":75.0000,""ir"":[1.0000,3.0000,3.0000,79.0000,-50.0000,-65.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000]}",gateway
DIRECT,1,1,4,1,80,67,256,128,146,health_monitor/node_1/cs_ppg,"{""ts"":241833,""hr"":88,""spo2"":98.0,""ppg_valid"":true,""finger"":true,""mean_ir"":75.0000,""ir"":[1.0000,4.0000,0.0000,80.0000,-45.0000,-59.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000]}",gateway
DIRECT,1,1,4,1,81,67,256,128,146,health_monitor/node_1/cs_ppg,"{""ts"":244846,""hr"":88,""spo2"":98.0,""ppg_valid"":true,""finger"":true,""mean_ir"":75.0000,""ir"":[1.0000,4.0000,0.0000,81.0000,-45.0000,-59.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000]}",gateway
DIRECT,1,1,4,1,82,67,256,128,146,health_monitor/node_1/cs_ppg,"{""ts"":247859,""hr"":88,""spo2"":98.0,""ppg_valid"":true,""finger"":true,""mean_ir"":75.0000,""ir"":[1.0000,4.0000,0.0000,82.0000,-45.0000,-59.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000]}",gateway
DIRECT,1,1,4,1,83,72,256,128,146,health_monitor/node_1/cs_ppg,"{""ts"":250883,""hr"":88,""spo2"":98.0,""ppg_valid"":true,""finger"":true,""mean_ir"":75.0000,""ir"":[1.0000,4.0000,0.0000,83.0000,-45.0000,-59.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000]}",gateway
DIRECT,1,1,4,1,84,66,256,128,146,health_monitor/node_1/cs_ppg,"{""ts"":253902,""hr"":88,""spo2"":98.0,""ppg_valid"":true,""finger"":true,""mean_ir"":75.0000,""ir"":[1.0000,4.0000,0.0000,84.0000,-45.0000,-59.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000]}",gateway
DIRECT,1,1,4,1,85,66,256,128,146,health_monitor/node_1/cs_ppg,"{""ts"":256915,""hr"":88,""spo2"":98.0,""ppg_valid"":true,""finger"":true,""mean_ir"":75.0000,""ir"":[1.0000,4.0000,0.0000,85.0000,-45.0000,-59.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000]}",gateway
DIRECT,1,1,4,1,86,66,256,128,146,health_monitor/node_1/cs_ppg,"{""ts"":259928,""hr"":88,""spo2"":98.0,""ppg_valid"":true,""finger"":true,""mean_ir"":75.0000,""ir"":[1.0000,4.0000,0.0000,86.0000,-45.0000,-59.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000]}",gateway
RELAYED,1,1,4,2,87,73,256,128,154,health_monitor/node_1/cs_ppg,"{""ts"":262941,""hr"":88,""spo2"":98.0,""ppg_valid"":true,""finger"":true,""mean_ir"":75.0000,""ir"":[1.0000,4.0000,1.0000,87.0000,-79.0000,-45.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000],""relayed_by"":2}",gateway
RELAYED,1,1,4,2,88,75,256,128,154,health_monitor/node_1/cs_ppg,"{""ts"":265959,""hr"":88,""spo2"":98.0,""ppg_valid"":true,""finger"":true,""mean_ir"":75.0000,""ir"":[1.0000,4.0000,1.0000,88.0000,-79.0000,-45.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000],""relayed_by"":2}",gateway
RELAYED,1,1,4,2,89,79,256,128,154,health_monitor/node_1/cs_ppg,"{""ts"":268972,""hr"":88,""spo2"":98.0,""ppg_valid"":true,""finger"":true,""mean_ir"":75.0000,""ir"":[1.0000,4.0000,1.0000,89.0000,-79.0000,-45.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000],""relayed_by"":2}",gateway
RELAYED,1,1,4,2,90,71,256,128,154,health_monitor/node_1/cs_ppg,"{""ts"":271987,""hr"":88,""spo2"":98.0,""ppg_valid"":true,""finger"":true,""mean_ir"":75.0000,""ir"":[1.0000,4.0000,1.0000,90.0000,-79.0000,-45.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000],""relayed_by"":2}",gateway
RELAYED,1,1,4,2,91,73,256,128,154,health_monitor/node_1/cs_ppg,"{""ts"":275012,""hr"":88,""spo2"":98.0,""ppg_valid"":true,""finger"":true,""mean_ir"":75.0000,""ir"":[1.0000,4.0000,1.0000,91.0000,-79.0000,-45.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000],""relayed_by"":2}",gateway
RELAYED,1,1,4,2,92,71,256,128,154,health_monitor/node_1/cs_ppg,"{""ts"":278027,""hr"":88,""spo2"":98.0,""ppg_valid"":true,""finger"":true,""mean_ir"":75.0000,""ir"":[1.0000,4.0000,1.0000,92.0000,-79.0000,-45.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000],""relayed_by"":2}",gateway
