node,scenario,cycle,repeat,idx,name,self,neighbor,expect,t,source
3,1,2,5,0,baseline_direct,-48,-59,DIRECT,160000,gateway
2,1,7,5,0,baseline_direct,-47,-53,DIRECT,480044,ppg
1,1,7,5,0,baseline_direct,-48,-57,DIRECT,480043,imu
3,1,3,5,1,forced_relay,-85,-44,RELAY,180000,gateway
2,1,7,5,1,forced_relay,-85,-46,RELAY,500055,ppg
1,1,7,5,1,forced_relay,-84,-42,RELAY,500054,imu
3,1,3,5,2,relay_hold,-85,-44,RELAY,200000,gateway
2,1,7,5,2,relay_hold,-86,-42,RELAY,520066,ppg
1,1,7,5,2,relay_hold,-89,-41,RELAY,520065,imu
3,1,3,5,3,direct_recovery,-84,-40,DIRECT,220000,gateway
2,1,7,5,3,direct_recovery,-49,-60,DIRECT,540077,ppg
1,1,7,5,3,direct_recovery,-48,-64,DIRECT,540076,imu
3,1,3,5,0,baseline_direct,-48,-64,DIRECT,240000,gateway
2,1,8,5,0,baseline_direct,-46,-57,DIRECT,560088,ppg
1,1,8,5,0,baseline_direct,-47,-59,DIRECT,560087,imu
3,1,4,5,1,forced_relay,-51,-58,RELAY,260000,gateway
2,1,8,5,1,forced_relay,-82,-45,RELAY,580099,ppg
1,1,8,5,1,forced_relay,-79,-43,RELAY,580098,imu
3,1,4,5,2,relay_hold,-87,-44,RELAY,280000,gateway
2,1,8,5,2,relay_hold,-89,-41,RELAY,600110,ppg
1,1,8,5,2,relay_hold,-84,-38,RELAY,600109,imu
3,1,4,5,3,direct_recovery,-53,-61,DIRECT,300000,gateway
2,1,8,5,3,direct_recovery,-53,-62,DIRECT,620121,ppg
1,1,8,5,3,direct_recovery,-48,-61,DIRECT,620120,imu
3,1,5,5,0,baseline_direct,-50,-55,DIRECT,320000,gateway
2,1,9,5,0,baseline_direct,-51,-58,DIRECT,640132,ppg
1,1,9,5,0,baseline_direct,-47,-53,DIRECT,640131,imu
3,1,5,5,1,forced_relay,-85,-45,RELAY,340000,gateway
2,1,9,5,1,forced_relay,-81,-45,RELAY,660143,ppg
1,1,9,5,1,forced_relay,-84,-43,RELAY,660142,imu
3,1,5,5,2,relay_hold,-85,-43,RELAY,360000,gateway
2,1,9,5,2,relay_hold,-89,-41,RELAY,680154,ppg
1,1,9,5,2,relay_hold,-89,-38,RELAY,680153,imu
3,1,5,5,3,direct_recovery,-51,-62,DIRECT,380000,gateway
2,1,9,5,3,direct_recovery,-48,-60,DIRECT,700165,ppg
1,1,9,5,3,direct_recovery,-52,-62,DIRECT,700164,imu
3,1,6,5,0,baseline_direct,-48,-57,DIRECT,401000,gateway
2,1,10,5,0,baseline_direct,-46,-56,DIRECT,720176,ppg
1,1,10,5,0,baseline_direct,-47,-58,DIRECT,720175,imu
3,1,6,5,1,forced_relay,-81,-46,RELAY,420011,gateway
2,1,10,5,1,forced_relay,-84,-44,RELAY,740187,ppg
1,1,10,5,1,forced_relay,-84,-41,RELAY,740186,imu
